20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Genotype;Text3;;;;;;;;;;;;
4;2265;26.81;HFD;KO;Text3-4;;;;;;;;;;;;
5;2195;34.98;HFD;WT;Text3-5;;;;;;;;;;;;
7;2262;37.68;HFD;WT;Text3-7;;;;;;;;;;;;
8;2263;36.32;HFD;KO;Text3-8;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;Temp;O2;CO2;TD;dO2;dCO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[°C];[%];[%];[°C];[%];[%];[ml/h];[ml/h];
09.05.2020;20:47;2262;7;0,4;20,79;0,048;-138,605;0,5;29,1;20,62;0,184;-138,605;0,1682;0,1365;53;41;0,773
09.05.2020;20:52;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,6;0,197;-138,606;0,1829;0,1498;58;45;0,782
09.05.2020;20:57;2262;7;0,4;20,78;0,048;-138,605;0,49;29,2;20,55;0,248;-138,605;0,2382;0,2004;74;59;0,808
09.05.2020;21:02;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,58;0,214;-138,605;0,205;0,167;65;50;0,777
09.05.2020;21:07;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,61;0,192;-138,605;0,178;0,1444;56;43;0,773
09.05.2020;21:12;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,193;-138,605;0,1719;0,1434;54;43;0,8
09.05.2020;21:17;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,58;0,226;-138,605;0,1977;0,1763;61;53;0,867
09.05.2020;21:22;2262;7;0,4;20,78;0,048;-138,606;0,5;29,1;20,61;0,2;-138,605;0,1768;0,1518;55;46;0,828
09.05.2020;21:27;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,62;0,191;-138,605;0,1682;0,1429;52;43;0,817
09.05.2020;21:32;2262;7;0,4;20,78;0,048;-138,606;0,5;29,1;20,54;0,255;-138,605;0,2406;0,2073;75;62;0,831
09.05.2020;21:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,49;0,312;-138,605;0,2959;0,2642;91;79;0,869
09.05.2020;21:42;2262;7;0,4;20,78;0,048;-138,604;0,5;29,2;20,47;0,322;-138,606;0,3168;0,2745;98;82;0,837
09.05.2020;21:47;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,51;0,283;-138,606;0,2738;0,2343;85;70;0,824
09.05.2020;21:52;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,52;0,269;-138,605;0,2615;0,221;81;66;0,812
09.05.2020;21:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,55;0,246;-138,605;0,2333;0,1984;72;59;0,818
09.05.2020;22:02;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,59;0,214;-138,605;0,1989;0,167;62;50;0,806
09.05.2020;22:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29;20,61;0,202;-138,605;0,1768;0,1537;54;46;0,841
09.05.2020;22:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29;20,61;0,198;-138,606;0,1743;0,1498;55;45;0,829
09.05.2020;22:17;2262;7;0,4;20,78;0,048;-138,605;0,5;29;20,61;0,199;-138,605;0,1756;0,1508;54;45;0,828
09.05.2020;22:22;2262;7;0,4;20,78;0,05;-138,605;0,5;29;20,6;0,206;-138,605;0,1829;0,1562;57;47;0,822
09.05.2020;22:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29;20,59;0,211;-138,605;0,1915;0,1626;60;49;0,816
09.05.2020;22:32;2262;7;0,4;20,78;0,049;-138,605;0,49;29;20,52;0,276;-138,605;0,264;0,2269;81;67;0,829
09.05.2020;22:37;2262;7;0,4;20,78;0,049;-138,605;0,49;29,1;20,52;0,277;-138,605;0,264;0,2274;81;67;0,831
09.05.2020;22:42;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,53;0,269;-138,605;0,2541;0,2185;79;65;0,829
09.05.2020;22:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,52;0,269;-138,605;0,2627;0,219;82;66;0,799
09.05.2020;22:52;2262;7;0,4;20,78;0,048;-138,606;0,5;29,2;20,52;0,273;-138,605;0,2689;0,2244;84;67;0,8
09.05.2020;22:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,53;0,265;-138,605;0,2554;0,2171;80;65;0,818
09.05.2020;23:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,56;0,238;-138,606;0,2271;0,1906;71;57;0,805
09.05.2020;23:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,6;0,206;-138,605;0,1891;0,1577;59;47;0,799
09.05.2020;23:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,201;-138,605;0,1854;0,1522;58;46;0,784
09.05.2020;23:17;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,195;-138,605;0,1793;0,1464;56;44;0,779
09.05.2020;23:22;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,62;0,179;-138,605;0,1584;0,1292;49;39;0,778
09.05.2020;23:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,62;0,182;-138,606;0,1657;0,1331;52;40;0,764
09.05.2020;23:32;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,188;-138,605;0,1719;0,1385;55;42;0,767
09.05.2020;23:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,59;0,213;-138,605;0,1989;0,165;62;49;0,794
09.05.2020;23:42;2262;7;0,4;20,78;0,048;-138,606;0,5;29,1;20,52;0,276;-138,606;0,2652;0,2279;83;68;0,829
09.05.2020;23:47;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,52;0,271;-138,605;0,2627;0,222;82;67;0,812
09.05.2020;23:52;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,57;0,228;-138,606;0,2161;0,1793;68;54;0,794
09.05.2020;23:57;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,59;0,21;-138,605;0,1915;0,1616;60;49;0,81
10.05.2020;00:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,61;0,191;-138,605;0,1707;0,1429;54;43;0,803
10.05.2020;00:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,207;-138,606;0,1854;0,1586;57;47;0,824
10.05.2020;00:12;2262;7;0,4;20,78;0,048;-138,606;0,5;29,1;20,53;0,274;-138,606;0,2591;0,2259;80;68;0,844
10.05.2020;00:17;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,52;0,279;-138,605;0,2627;0,2298;82;69;0,847
10.05.2020;00:22;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,53;0,265;-138,605;0,2517;0,2151;78;64;0,823
10.05.2020;00:27;2262;7;0,4;20,78;0,05;-138,605;0,49;29,2;20,57;0,23;-138,606;0,2149;0,1802;66;53;0,805
10.05.2020;00:32;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,6;0,2;-138,605;0,1805;0,1513;56;45;0,804
10.05.2020;00:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,61;0,198;-138,605;0,178;0,1493;55;44;0,805
10.05.2020;00:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,61;0,193;-138,605;0,1719;0,1454;53;43;0,813
10.05.2020;00:47;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,63;0,177;-138,606;0,1535;0,1287;48;39;0,804
10.05.2020;00:52;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,62;0,182;-138,605;0,1621;0,1326;51;40;0,781
10.05.2020;00:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,5;0,297;-138,605;0,2848;0,2485;89;75;0,844
10.05.2020;01:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,51;0,29;-138,605;0,2762;0,2411;86;73;0,845
10.05.2020;01:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,52;0,273;-138,604;0,2664;0,2254;83;68;0,813
10.05.2020;01:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,57;0,224;-138,605;0,2149;0,1758;68;53;0,781
10.05.2020;01:17;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,58;0,219;-138,605;0,2026;0,1709;63;51;0,81
10.05.2020;01:22;2262;7;0,4;20,78;0,049;-138,605;0,51;29,2;20,6;0,204;-138,605;0,1805;0,1542;57;47;0,823
10.05.2020;01:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,6;0,2;-138,605;0,1793;0,1508;56;45;0,807
10.05.2020;01:32;2262;7;0,4;20,78;0,048;-138,604;0,5;29,1;20,62;0,193;-138,605;0,1694;0,1449;53;44;0,824
10.05.2020;01:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,61;0,196;-138,605;0,1719;0,1478;53;44;0,83
10.05.2020;01:42;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,6;0,201;-138,605;0,178;0,1513;55;45;0,817
10.05.2020;01:47;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,58;0,225;-138,605;0,2026;0,1743;63;52;0,83
10.05.2020;01:52;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,55;0,247;-138,605;0,2296;0,1974;71;59;0,829
10.05.2020;01:57;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,5;0,294;-138,605;0,2861;0,2451;88;73;0,826
10.05.2020;02:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,5;0,288;-138,605;0,2824;0,2402;88;72;0,818
10.05.2020;02:07;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,49;0,299;-138,606;0,2922;0,2515;90;75;0,83
10.05.2020;02:12;2262;7;0,4;20,78;0,049;-138,605;0,49;29,2;20,52;0,273;-138,605;0,264;0,224;81;66;0,816
10.05.2020;02:17;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,57;0,222;-138,604;0,2087;0,1729;66;52;0,793
10.05.2020;02:22;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,188;-138,605;0,1682;0,1385;53;41;0,787
10.05.2020;02:27;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,53;0,271;-138,605;0,2541;0,221;79;66;0,841
10.05.2020;02:32;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,58;0,219;-138,605;0,205;0,1699;64;51;0,793
10.05.2020;02:37;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,6;0,203;-138,605;0,1854;0,1532;58;46;0,791
10.05.2020;02:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,61;0,196;-138,606;0,1743;0,1478;54;44;0,815
10.05.2020;02:47;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,197;-138,606;0,1719;0,1478;54;44;0,83
10.05.2020;02:52;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,205;-138,605;0,1817;0,1562;56;47;0,829
10.05.2020;02:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,206;-138,605;0,1817;0,1577;56;47;0,838
10.05.2020;03:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,6;0,209;-138,605;0,1878;0,1611;59;49;0,827
10.05.2020;03:07;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,201;-138,605;0,1768;0,1518;55;46;0,828
10.05.2020;03:12;2262;7;0,4;20,78;0,049;-138,606;0,5;29,1;20,61;0,197;-138,605;0,1768;0,1478;55;44;0,802
10.05.2020;03:17;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,54;0,263;-138,605;0,2406;0,2136;75;65;0,862
10.05.2020;03:22;2262;7;0,4;20,78;0,05;-138,606;0,5;29,2;20,5;0,293;-138,605;0,2799;0,2431;87;73;0,839
10.05.2020;03:27;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,55;0,245;-138,605;0,2284;0,194;71;58;0,817
10.05.2020;03:32;2262;7;0,4;20,78;0,051;-138,604;0,5;29,2;20,59;0,21;-138,605;0,1878;0,1591;58;48;0,814
10.05.2020;03:37;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,61;0,197;-138,605;0,1719;0,1473;53;44;0,826
10.05.2020;03:42;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,55;0,246;-138,605;0,2284;0,1964;70;58;0,83
10.05.2020;03:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,54;0,26;-138,605;0,2431;0,2097;75;63;0,833
10.05.2020;03:52;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,51;0,286;-138,605;0,2689;0,2367;83;71;0,854
10.05.2020;03:57;2262;7;0,4;20,78;0,049;-138,606;0,5;29,2;20,49;0,295;-138,605;0,2885;0,2461;90;74;0,821
10.05.2020;04:02;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,52;0,271;-138,605;0,2615;0,2215;81;66;0,814
10.05.2020;04:07;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,55;0,245;-138,605;0,2357;0,1964;73;59;0,798
10.05.2020;04:12;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,58;0,216;-138,605;0,2001;0,166;63;50;0,794
10.05.2020;04:17;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,57;0,232;-138,605;0,2136;0,1812;67;54;0,816
10.05.2020;04:22;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,53;0,267;-138,605;0,2517;0,2171;78;65;0,832
10.05.2020;04:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,5;0,293;-138,606;0,2812;0,2441;87;73;0,839
10.05.2020;04:32;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,57;0,227;-138,606;0,2124;0,1768;66;53;0,797
10.05.2020;04:37;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,62;0,182;-138,605;0,1645;0,1321;52;40;0,764
10.05.2020;04:42;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,63;0,175;-138,605;0,1535;0,1243;48;37;0,771
10.05.2020;04:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,59;0,209;-138,605;0,1928;0,1591;60;47;0,789
10.05.2020;04:52;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,54;0,259;-138,605;0,2406;0,2087;75;63;0,838
10.05.2020;04:57;2262;7;0,4;20,78;0,049;-138,605;0,5;29,2;20,56;0,233;-138,605;0,2198;0,1837;68;55;0,801
10.05.2020;05:02;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,59;0,208;-138,605;0,1891;0,1586;59;48;0,805
10.05.2020;05:07;2262;7;0,4;20,78;0,049;-138,605;0,49;29,1;20,62;0,189;-138,605;0,167;0,14;52;42;0,804
10.05.2020;05:12;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,61;0,201;-138,605;0,1756;0,1518;54;45;0,835
10.05.2020;05:17;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,61;0,195;-138,605;0,1707;0,1449;53;43;0,817
10.05.2020;05:22;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,61;0,195;-138,605;0,1682;0,1454;52;44;0,835
10.05.2020;05:27;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,62;0,193;-138,605;0,1645;0,1434;51;43;0,843
10.05.2020;05:32;2262;7;0,4;20,78;0,049;-138,606;0,5;29,1;20,6;0,203;-138,605;0,1793;0,1532;55;46;0,823
10.05.2020;05:37;2262;7;0,4;20,78;0,05;-138,605;0,5;29,1;20,61;0,195;-138,605;0,1707;0,1444;53;43;0,813
10.05.2020;05:42;2262;7;0,4;20,78;0,049;-138,605;0,5;29,1;20,57;0,234;-138,605;0,2099;0,1842;65;55;0,85
10.05.2020;05:47;2262;7;0,4;20,78;0,049;-138,604;0,5;29,1;20,51;0,293;-138,605;0,2738;0,2436;84;73;0,865
10.05.2020;05:52;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,53;0,269;-138,605;0,2517;0,2176;78;65;0,835
10.05.2020;05:57;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,55;0,247;-138,605;0,2308;0,1964;72;59;0,819
10.05.2020;06:02;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,58;0,223;-138,605;0,2038;0,1724;63;52;0,813
10.05.2020;06:07;2262;7;0,4;20,78;0,049;-138,605;0,49;29,2;20,54;0,256;-138,605;0,2394;0,2063;74;61;0,831
10.05.2020;06:12;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,55;0,24;-138,605;0,2296;0,1906;71;57;0,795
10.05.2020;06:17;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,55;0,254;-138,605;0,237;0,2033;74;61;0,827
10.05.2020;06:22;2262;7;0,4;20,78;0,052;-138,605;0,5;29,2;20,55;0,246;-138,605;0,2271;0,194;70;58;0,823
10.05.2020;06:27;2262;7;0,4;20,78;0,052;-138,605;0,5;29,2;20,59;0,212;-138,605;0,1928;0,1601;60;48;0,795
10.05.2020;06:32;2262;7;0,4;20,78;0,052;-138,605;0,5;29,2;20,57;0,23;-138,605;0,2075;0,1773;65;53;0,823
10.05.2020;06:37;2262;7;0,4;20,78;0,052;-138,605;0,5;29,2;20,62;0,184;-138,605;0,1608;0,1326;51;40;0,788
10.05.2020;06:42;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,62;0,18;-138,605;0,1572;0,1287;49;38;0,782
10.05.2020;06:47;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,63;0,171;-138,605;0,1486;0,1198;46;36;0,768
10.05.2020;06:52;2262;7;0,4;20,78;0,05;-138,605;0,5;29,2;20,58;0,217;-138,605;0,1964;0,167;61;50;0,818
10.05.2020;06:57;2262;7;0,4;20,78;0,05;-138,606;0,5;29,3;20,54;0,255;-138,605;0,2382;0,2043;74;62;0,827
10.05.2020;07:02;2262;7;0,4;20,78;0,05;-138,605;0,5;29,3;20,58;0,222;-138,605;0,2026;0,1714;63;51;0,813
10.05.2020;07:07;2262;7;0,4;20,78;0,05;-138,605;0,5;29,3;20,62;0,188;-138,605;0,1645;0,1375;51;41;0,801
10.05.2020;07:12;2262;7;0,4;20,78;0,051;-138,605;0,5;29,3;20,64;0,168;-138,605;0,1424;0,1174;45;35;0,788
10.05.2020;07:17;2262;7;0,4;20,78;0,052;-138,605;0,5;29,3;20,63;0,171;-138,605;0,1449;0,1189;46;36;0,783
10.05.2020;07:22;2262;7;0,4;20,78;0,051;-138,605;0,5;29,3;20,63;0,174;-138,605;0,1461;0,1233;45;37;0,81
10.05.2020;07:27;2262;7;0,4;20,78;0,05;-138,605;0,5;29,3;20,64;0,171;-138,605;0,1449;0,1203;45;36;0,795
10.05.2020;07:32;2262;7;0,4;20,78;0,051;-138,605;0,49;29,4;20,63;0,181;-138,605;0,1535;0,1301;47;39;0,816
10.05.2020;07:37;2262;7;0,4;20,78;0,05;-138,605;0,5;29,4;20,63;0,177;-138,605;0,151;0,1267;48;38;0,805
10.05.2020;07:42;2262;7;0,4;20,78;0,05;-138,605;0,5;29,4;20,64;0,166;-138,605;0,1387;0,1159;44;35;0,801
10.05.2020;07:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29,4;20,62;0,184;-138,605;0,1621;0,1341;51;40;0,791
10.05.2020;07:52;2262;7;0,4;20,78;0,051;-138,606;0,5;29,2;20,62;0,186;-138,604;0,1608;0,1346;50;40;0,802
10.05.2020;07:57;2262;7;0,4;20,78;0,052;-138,605;0,5;29,1;20,56;0,247;-138,605;0,2222;0,195;68;58;0,85
10.05.2020;08:02;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,58;0,22;-138,605;0,2001;0,1689;63;51;0,811
10.05.2020;08:07;2262;7;0,4;20,78;0,051;-138,605;0,5;29;20,63;0,18;-138,605;0,1559;0,1287;48;38;0,789
10.05.2020;08:12;2262;7;0,4;20,78;0,051;-138,606;0,5;28,9;20,64;0,168;-138,606;0,1424;0,1174;44;35;0,788
10.05.2020;08:17;2262;7;0,4;20,78;0,051;-138,605;0,5;29;20,64;0,17;-138,606;0,1412;0,1189;44;35;0,808
10.05.2020;08:22;2262;7;0,4;20,78;0,051;-138,605;0,5;29;20,62;0,182;-138,605;0,1596;0,1316;50;40;0,788
10.05.2020;08:27;2262;7;0,4;20,78;0,053;-138,606;0,5;29;20,62;0,191;-138,605;0,1621;0,138;50;41;0,82
10.05.2020;08:32;2262;7;0,4;20,78;0,051;-138,604;0,49;29,1;20,63;0,18;-138,605;0,1547;0,1282;48;38;0,793
10.05.2020;08:37;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,57;0,231;-138,605;0,2063;0,1798;64;54;0,843
10.05.2020;08:42;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,59;0,218;-138,606;0,1928;0,167;60;50;0,837
10.05.2020;08:47;2262;7;0,4;20,78;0,051;-138,605;0,49;29,2;20,56;0,241;-138,605;0,2259;0,1906;70;57;0,81
10.05.2020;08:52;2262;7;0,4;20,78;0,051;-138,605;0,5;29,3;20,56;0,237;-138,605;0,2259;0,1866;71;56;0,79
10.05.2020;08:57;2262;7;0,4;20,78;0,051;-138,605;0,5;29,3;20,59;0,208;-138,606;0,1915;0,1572;60;47;0,784
10.05.2020;09:02;2262;7;0,4;20,78;0,05;-138,605;0,5;29,3;20,62;0,181;-138,606;0,1608;0,1301;50;39;0,771
10.05.2020;09:07;2262;7;0,4;20,78;0,05;-138,605;0,5;29,4;20,64;0,162;-138,606;0,1375;0,1115;43;33;0,772
10.05.2020;09:12;2262;7;0,4;20,78;0,05;-138,605;0,5;29,4;20,64;0,163;-138,605;0,1412;0,1125;44;34;0,756
10.05.2020;09:17;2262;7;0,4;20,78;0,05;-138,606;0,5;29,4;20,62;0,181;-138,605;0,1584;0,1306;50;39;0,789
10.05.2020;09:22;2262;7;0,4;20,78;0,051;-138,606;0,5;29,4;20,62;0,183;-138,605;0,1596;0,1321;50;39;0,792
10.05.2020;09:27;2262;7;0,4;20,78;0,051;-138,605;0,5;29,2;20,64;0,166;-138,606;0,14;0,1149;44;34;0,784
10.05.2020;09:32;2262;7;0,4;20,78;0,051;-138,605;0,5;29,1;20,65;0,162;-138,605;0,1338;0,111;42;33;0,794
10.05.2020;09:37;2262;7;0,4;20,78;0,05;-138,605;0,5;29;20,63;0,168;-138,605;0,1498;0,1174;47;35;0,742
10.05.2020;09:42;2262;7;0,4;20,78;0,05;-138,605;0,5;29;20,57;0,222;-138,605;0,2099;0,1724;66;52;0,784
10.05.2020;09:47;2262;7;0,4;20,78;0,05;-138,605;0,5;29;20,57;0,23;-138,606;0,2161;0,1798;68;54;0,797
10.05.2020;09:52;2262;7;0,4;20,78;0,049;-138,606;0,5;29;20,62;0,185;-138,605;0,1633;0,136;51;41;0,798
10.05.2020;09:57;2262;7;0,4;20,78;0,049;-138,605;0,5;29;20,65;0,161;-138,605;0,1375;0,112;43;34;0,776
10.05.2020;10:02;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,65;0,156;-138,605;0,1363;0,108;43;32;0,752
10.05.2020;10:07;2262;7;0,4;20,79;0,048;-138,605;0,49;29,1;20,65;0,15;-138,605;0,1338;0,1022;42;30;0,719
10.05.2020;10:12;2262;7;0,4;20,79;0,048;-138,605;0,49;29,1;20,64;0,161;-138,606;0,1412;0,113;44;33;0,76
10.05.2020;10:17;2262;7;0,4;20,79;0,048;-138,604;0,5;29,1;20,65;0,162;-138,605;0,14;0,1144;44;34;0,78
10.05.2020;10:22;2262;7;0,4;20,78;0,048;-138,605;0,5;29,2;20,63;0,171;-138,606;0,151;0,1228;48;37;0,775
10.05.2020;10:27;2262;7;0,4;20,78;0,047;-138,605;0,49;29,2;20,63;0,175;-138,606;0,1584;0,1277;49;38;0,767
10.05.2020;10:32;2262;7;0,4;20,78;0,047;-138,605;0,5;29,3;20,63;0,169;-138,605;0,1498;0,1218;47;37;0,775
10.05.2020;10:37;2262;7;0,4;20,79;0,047;-138,605;0,5;29,3;20,62;0,179;-138,605;0,1633;0,1311;52;39;0,764
10.05.2020;10:42;2262;7;0,4;20,78;0,048;-138,605;0,5;29,4;20,57;0,23;-138,605;0,2161;0,1822;67;54;0,81
10.05.2020;10:47;2262;7;0,4;20,78;0,048;-138,605;0,5;29,4;20,51;0,288;-138,605;0,275;0,2402;85;72;0,845
10.05.2020;10:52;2262;7;0,4;20,79;0,047;-138,605;0,5;29,5;20,58;0,218;-138,604;0,2014;0,1704;63;51;0,814
10.05.2020;10:57;2262;7;0,4;20,78;0,048;-138,605;0,5;29,3;20,58;0,214;-138,605;0,2026;0,1665;63;50;0,785
10.05.2020;11:02;2262;7;0,4;20,79;0,047;-138,605;0,5;29,1;20,62;0,18;-138,605;0,1682;0,1331;53;40;0,75
10.05.2020;11:07;2262;7;0,4;20,78;0,047;-138,606;0,5;29;20,58;0,218;-138,605;0,205;0,1709;64;51;0,799
10.05.2020;11:12;2262;7;0,4;20,78;0,048;-138,605;0,5;29;20,54;0,254;-138,605;0,2406;0,2058;74;61;0,824
10.05.2020;11:17;2262;7;0,4;20,79;0,047;-138,605;0,5;29;20,58;0,221;-138,605;0,2087;0,1739;65;52;0,798
10.05.2020;11:22;2262;7;0,4;20,79;0,047;-138,606;0,5;29;20,63;0,173;-138,605;0,1535;0,1262;49;38;0,786
10.05.2020;11:27;2262;7;0,4;20,79;0,048;-138,605;0,5;29;20,64;0,162;-138,605;0,1412;0,1139;45;34;0,768
10.05.2020;11:32;2262;7;0,4;20,78;0,048;-138,605;0,49;29;20,64;0,161;-138,605;0,1424;0,113;44;33;0,752
10.05.2020;11:37;2262;7;0,4;20,78;0,048;-138,605;0,5;29,1;20,64;0,161;-138,605;0,1436;0,1134;45;34;0,748
10.05.2020;11:42;2262;7;0,4;20,78;0,047;-138,605;0,5;29,1;20,64;0,161;-138,605;0,1412;0,1134;44;34;0,764
10.05.2020;11:47;2262;7;0,4;20,79;0,046;-138,605;0,5;29,1;20,64;0,162;-138,605;0,1461;0,1154;46;35;0,749
10.05.2020;11:52;2262;7;0,4;20,79;0,046;-138,605;0,5;29,2;20,63;0,169;-138,606;0,1535;0,1228;48;37;0,76
10.05.2020;11:57;2262;7;0,4;20,79;0,046;-138,605;0,5;29,3;20,64;0,156;-138,606;0,1436;0,11;45;33;0,721
10.05.2020;12:02;2262;7;0,4;20,79;0,046;-138,605;0,5;29,3;20,64;0,169;-138,605;0,151;0,1233;48;37;0,779
10.05.2020;12:07;2262;7;0,4;20,79;0,046;-138,605;0,5;29,3;20,65;0,16;-138,605;0,1363;0,1134;42;34;0,797
10.05.2020;12:12;2262;7;0,4;20,79;0,046;-138,605;0,5;29,4;20,64;0,163;-138,606;0,1412;0,1169;44;35;0,792
10.05.2020;12:17;2262;7;0,4;20,79;0,046;-138,604;0,5;29,4;20,64;0,162;-138,605;0,1436;0,1154;45;34;0,764
10.05.2020;12:22;2262;7;0,4;20,79;0,047;-138,605;0,5;29,5;20,54;0,261;-138,605;0,248;0,2136;78;64;0,831
10.05.2020;12:27;2262;7;0,4;20,79;0,047;-138,604;0,49;29,3;20,62;0,186;-138,605;0,1657;0,139;51;41;0,804
