"";"Animal No._NA";"VO2(3)_[ml/h]";"VCO2(3)_[ml/h]";"RER_NA";"Datetime";"LightC_[%]";"Box_NA"
"3607";234;54;41;0,761;"05/03/2023 07:36";99;6
"3608";234;52;36;0,703;"05/03/2023 07:51";99;6
"3609";234;119;41;0,344;"05/03/2023 08:06";99;6
"3610";234;136;56;0,409;"05/03/2023 08:21";99;6
"3611";234;42;63;1,506;"05/03/2023 08:51";99;6
"3612";234;20;52;2,591;"05/03/2023 09:06";99;6
"3613";234;10;45;4,504;"05/03/2023 09:21";99;6
"3614";234;3;47;14,847;"05/03/2023 10:21";99;6
"3615";234;1;54;41,933;"05/03/2023 10:36";99;6
"3616";234;2;52;27,654;"05/03/2023 12:21";99;6
"3617";234;34;32;0,941;"05/03/2023 13:06";99;6
"3618";234;38;33;0,881;"05/03/2023 13:21";99;6
"3619";234;32;29;0,9;"05/03/2023 13:36";99;6
"3620";234;40;35;0,874;"05/03/2023 13:51";99;6
"3621";234;40;34;0,842;"05/03/2023 14:06";99;6
"3622";234;32;31;0,969;"05/03/2023 14:21";99;6
"3623";234;38;32;0,841;"05/03/2023 14:36";99;6
"3624";234;40;33;0,816;"05/03/2023 14:51";99;6
"3625";234;52;46;0,883;"05/03/2023 15:06";99;6
"3626";234;71;58;0,827;"05/03/2023 15:21";99;6
"3627";234;65;59;0,913;"05/03/2023 15:36";99;6
"3628";234;61;58;0,947;"05/03/2023 15:51";99;6
"3629";234;41;43;1,045;"05/03/2023 16:06";99;6
"3630";234;39;38;0,965;"05/03/2023 16:21";99;6
"3631";234;31;33;1,074;"05/03/2023 16:36";99;6
"3632";234;83;33;0,393;"05/03/2023 16:51";99;6
"3633";234;36;38;1,049;"05/03/2023 17:21";99;6
"3634";234;39;51;1,328;"05/03/2023 17:36";99;6
"3635";234;50;66;1,328;"05/03/2023 17:51";99;6
"3636";234;51;74;1,441;"05/03/2023 18:06";0;6
"3637";234;62;81;1,322;"05/03/2023 18:21";0;6
"3638";234;59;80;1,362;"05/03/2023 18:36";0;6
"3639";234;52;80;1,531;"05/03/2023 18:51";0;6
"3640";234;51;88;1,732;"05/03/2023 19:06";0;6
"3641";234;41;77;1,884;"05/03/2023 19:21";0;6
"3642";234;100;85;0,851;"05/03/2023 19:36";0;6
"3643";234;77;68;0,883;"05/03/2023 19:51";0;6
"3644";234;46;58;1,254;"05/03/2023 20:06";0;6
"3645";234;31;57;1,814;"05/03/2023 20:21";0;6
"3646";234;53;79;1,483;"05/03/2023 20:36";0;6
"3647";234;41;67;1,655;"05/03/2023 20:51";0;6
"3648";234;23;54;2,363;"05/03/2023 21:06";0;6
"3649";234;96;102;1,058;"05/03/2023 21:36";0;6
"3650";234;88;96;1,087;"05/03/2023 21:51";0;6
"3651";234;94;97;1,032;"05/03/2023 22:06";0;6
"3652";234;96;101;1,052;"05/03/2023 22:21";0;6
"3653";234;101;105;1,043;"05/03/2023 22:36";0;6
"3654";234;101;106;1,05;"05/03/2023 22:51";0;6
"3655";234;95;98;1,035;"05/03/2023 23:06";0;6
"3656";234;90;94;1,043;"05/03/2023 23:21";0;6
"3657";234;90;92;1,026;"05/03/2023 23:36";0;6
"3658";234;93;91;0,981;"05/03/2023 23:51";0;6
"3659";234;90;90;1;"06/03/2023 00:06";0;6
"3660";234;138;83;0,603;"06/03/2023 00:21";0;6
"3661";234;155;86;0,552;"06/03/2023 00:36";0;6
"3662";234;161;88;0,543;"06/03/2023 00:51";0;6
"3663";234;149;76;0,51;"06/03/2023 01:06";0;6
"3664";234;140;76;0,541;"06/03/2023 01:21";0;6
"3665";234;71;71;1,003;"06/03/2023 01:51";0;6
"3666";234;50;67;1,346;"06/03/2023 02:06";0;6
"3667";234;50;67;1,345;"06/03/2023 02:21";0;6
"3668";234;57;77;1,361;"06/03/2023 02:36";0;6
"3669";234;42;62;1,477;"06/03/2023 02:51";0;6
"3670";234;30;51;1,728;"06/03/2023 03:06";0;6
"3671";234;37;58;1,546;"06/03/2023 03:21";0;6
"3672";234;19;43;2,218;"06/03/2023 03:36";0;6
"3673";234;38;56;1,486;"06/03/2023 03:51";0;6
"3674";234;45;62;1,373;"06/03/2023 04:06";0;6
"3675";234;56;79;1,398;"06/03/2023 04:21";0;6
"3676";234;56;80;1,422;"06/03/2023 04:36";0;6
"3677";234;47;75;1,588;"06/03/2023 04:51";0;6
"3678";234;48;74;1,528;"06/03/2023 05:06";0;6
"3679";234;43;70;1,612;"06/03/2023 05:21";0;6
"3680";234;29;56;1,942;"06/03/2023 05:36";0;6
"3681";234;48;40;0,828;"06/03/2023 06:06";99;6
"3682";234;42;38;0,897;"06/03/2023 06:21";99;6
"3683";234;48;38;0,788;"06/03/2023 06:36";99;6
"3684";234;68;57;0,841;"06/03/2023 06:51";99;6
"3685";234;68;54;0,782;"06/03/2023 07:06";99;6
"3686";234;50;42;0,831;"06/03/2023 07:21";99;6
"3687";234;46;37;0,808;"06/03/2023 07:36";99;6
"3688";234;43;33;0,77;"06/03/2023 07:51";99;6
"3689";234;41;32;0,787;"06/03/2023 08:06";99;6
"3690";234;56;45;0,8;"06/03/2023 08:21";99;6
"3691";234;54;41;0,771;"06/03/2023 08:36";99;6
"3692";234;43;34;0,787;"06/03/2023 08:51";99;6
"3693";234;38;30;0,799;"06/03/2023 09:06";99;6
"3694";234;38;31;0,827;"06/03/2023 09:21";99;6
"3695";234;38;31;0,81;"06/03/2023 09:36";99;6
"3696";234;38;30;0,777;"06/03/2023 09:51";99;6
"3697";234;44;33;0,761;"06/03/2023 10:21";99;6
"3698";234;38;31;0,819;"06/03/2023 10:36";99;6
"3699";234;38;30;0,786;"06/03/2023 10:51";99;6
"3700";234;109;29;0,264;"06/03/2023 11:06";99;6
"3701";234;112;29;0,258;"06/03/2023 11:21";99;6
"3702";234;132;47;0,356;"06/03/2023 11:36";99;6
"3703";234;130;53;0,408;"06/03/2023 11:51";99;6
"3704";234;106;54;0,514;"06/03/2023 12:06";99;6
"3705";234;69;40;0,581;"06/03/2023 12:21";99;6
"3706";234;64;38;0,601;"06/03/2023 12:36";99;6
"3707";234;45;28;0,618;"06/03/2023 12:51";99;6
"3708";234;45;29;0,645;"06/03/2023 13:06";99;6
"3709";234;39;27;0,68;"06/03/2023 13:21";99;6
"3710";234;39;29;0,736;"06/03/2023 13:36";99;6
"3711";234;54;38;0,704;"06/03/2023 13:51";99;6
"3712";234;44;32;0,733;"06/03/2023 14:06";99;6
"3713";234;116;47;0,405;"06/03/2023 14:36";99;6
"3714";234;130;55;0,419;"06/03/2023 14:51";99;6
"3715";234;120;45;0,378;"06/03/2023 15:06";99;6
"3716";234;105;32;0,305;"06/03/2023 15:21";99;6
"3717";234;100;28;0,279;"06/03/2023 15:36";99;6
"3718";234;100;29;0,285;"06/03/2023 15:51";99;6
"3719";234;91;28;0,305;"06/03/2023 16:06";99;6
"3720";234;70;27;0,386;"06/03/2023 16:21";99;6
"3721";234;54;28;0,517;"06/03/2023 16:36";99;6
"3722";234;64;38;0,601;"06/03/2023 16:51";99;6
"3723";234;78;55;0,706;"06/03/2023 17:06";99;6
"3724";234;77;59;0,762;"06/03/2023 17:21";99;6
"3725";234;64;48;0,762;"06/03/2023 17:36";99;6
"3726";234;57;40;0,697;"06/03/2023 17:51";99;6
"3727";234;52;36;0,693;"06/03/2023 18:06";0;6
"3728";234;83;60;0,727;"06/03/2023 18:21";0;6
"3729";234;91;85;0,928;"06/03/2023 18:51";0;6
"3730";234;91;85;0,937;"06/03/2023 19:06";0;6
"3731";234;91;87;0,964;"06/03/2023 19:21";0;6
"3732";234;66;66;1,003;"06/03/2023 19:36";0;6
"3733";234;61;61;0,994;"06/03/2023 19:51";0;6
"3734";234;78;77;0,987;"06/03/2023 20:06";0;6
"3735";234;93;92;0,99;"06/03/2023 20:21";0;6
"3736";234;90;90;0,999;"06/03/2023 20:36";0;6
"3737";234;96;94;0,978;"06/03/2023 20:51";0;6
"3738";234;88;88;1,005;"06/03/2023 21:06";0;6
"3739";234;90;91;1,017;"06/03/2023 21:21";0;6
"3740";234;94;100;1,07;"06/03/2023 21:36";0;6
"3741";234;89;94;1,055;"06/03/2023 21:51";0;6
"3742";234;81;90;1,116;"06/03/2023 22:06";0;6
"3743";234;83;94;1,133;"06/03/2023 22:21";0;6
"3744";234;80;93;1,166;"06/03/2023 22:36";0;6
"3745";234;90;91;1,015;"06/03/2023 23:06";0;6
"3746";234;84;91;1,077;"06/03/2023 23:21";0;6
"3747";234;89;95;1,068;"06/03/2023 23:36";0;6
"3748";234;89;92;1,027;"06/03/2023 23:51";0;6
"3749";234;76;83;1,09;"07/03/2023 00:06";0;6
"3750";234;85;88;1,04;"07/03/2023 00:21";0;6
"3751";234;79;85;1,07;"07/03/2023 00:36";0;6
"3752";234;79;84;1,062;"07/03/2023 00:51";0;6
"3753";234;85;87;1,023;"07/03/2023 01:06";0;6
"3754";234;83;92;1,098;"07/03/2023 01:21";0;6
"3755";234;74;82;1,109;"07/03/2023 01:36";0;6
"3756";234;54;65;1,199;"07/03/2023 01:51";0;6
"3757";234;47;55;1,175;"07/03/2023 02:06";0;6
"3758";234;34;46;1,348;"07/03/2023 02:21";0;6
"3759";234;29;43;1,505;"07/03/2023 02:36";0;6
"3760";234;23;42;1,836;"07/03/2023 02:51";0;6
"3761";234;42;40;0,97;"07/03/2023 03:21";0;6
"3762";234;42;40;0,951;"07/03/2023 03:36";0;6
"3763";234;42;38;0,901;"07/03/2023 03:51";0;6
"3764";234;41;41;0,993;"07/03/2023 04:06";0;6
"3765";234;47;43;0,924;"07/03/2023 04:21";0;6
"3766";234;87;68;0,781;"07/03/2023 04:36";0;6
"3767";234;99;79;0,794;"07/03/2023 04:51";0;6
"3768";234;98;83;0,851;"07/03/2023 05:06";0;6
"3769";234;104;84;0,812;"07/03/2023 05:21";0;6
"3770";234;94;74;0,784;"07/03/2023 05:36";0;6
"3771";234;106;90;0,852;"07/03/2023 05:51";0;6
"3772";234;106;86;0,812;"07/03/2023 06:06";99;6
"3773";234;87;67;0,769;"07/03/2023 06:21";99;6
"3774";234;86;71;0,83;"07/03/2023 06:36";99;6
"3775";234;69;54;0,787;"07/03/2023 06:51";99;6
"3776";234;64;48;0,746;"07/03/2023 07:06";99;6
"3777";234;36;39;1,085;"07/03/2023 07:36";99;6
"3778";234;95;36;0,378;"07/03/2023 07:51";99;6
"3779";234;114;43;0,373;"07/03/2023 08:06";99;6
"3780";234;109;42;0,385;"07/03/2023 08:21";99;6
"3781";234;97;40;0,408;"07/03/2023 08:36";99;6
"3782";234;79;37;0,471;"07/03/2023 08:51";99;6
"3783";234;57;37;0,651;"07/03/2023 09:06";99;6
"3784";234;43;33;0,77;"07/03/2023 09:21";99;6
"3785";234;68;57;0,847;"07/03/2023 09:36";99;6
"3786";234;70;60;0,862;"07/03/2023 09:51";99;6
"3787";234;52;49;0,94;"07/03/2023 10:06";99;6
"3788";234;42;40;0,969;"07/03/2023 10:21";99;6
"3789";234;36;38;1,061;"07/03/2023 10:36";99;6
"3790";234;36;40;1,124;"07/03/2023 10:51";99;6
"3791";234;36;37;1,031;"07/03/2023 11:06";99;6
"3792";234;95;36;0,379;"07/03/2023 11:21";99;6
"3793";234;35;43;1,226;"07/03/2023 11:51";99;6
"3794";234;30;51;1,734;"07/03/2023 12:06";99;6
"3795";234;35;56;1,611;"07/03/2023 12:21";99;6
"3796";234;23;52;2,212;"07/03/2023 12:36";99;6
"3797";234;31;34;1,092;"07/03/2023 16:06";99;6
"3798";234;32;30;0,943;"07/03/2023 16:21";99;6
"3799";234;50;43;0,864;"07/03/2023 16:36";99;6
"3800";234;59;54;0,905;"07/03/2023 16:51";99;6
"3801";234;62;57;0,919;"07/03/2023 17:06";99;6
"3802";234;49;46;0,926;"07/03/2023 17:21";99;6
"3803";234;39;39;1,001;"07/03/2023 17:36";99;6
"3804";234;40;36;0,914;"07/03/2023 17:51";99;6
"3805";234;40;35;0,883;"07/03/2023 18:06";0;6
"3806";234;131;58;0,442;"07/03/2023 18:21";0;6
"3807";234;141;69;0,486;"07/03/2023 18:36";0;6
"3808";234;147;83;0,563;"07/03/2023 18:51";0;6
"3809";234;141;84;0,594;"07/03/2023 19:06";0;6
"3810";234;140;95;0,679;"07/03/2023 19:21";0;6
"3811";234;117;83;0,709;"07/03/2023 19:36";0;6
"3812";234;99;69;0,698;"07/03/2023 19:51";0;6
"3813";234;48;49;1,002;"07/03/2023 20:21";0;6
"3814";234;76;84;1,098;"07/03/2023 20:36";0;6
"3815";234;83;95;1,146;"07/03/2023 20:51";0;6
"3816";234;87;99;1,139;"07/03/2023 21:06";0;6
"3817";234;73;96;1,307;"07/03/2023 21:21";0;6
"3818";234;74;94;1,281;"07/03/2023 21:36";0;6
"3819";234;70;95;1,347;"07/03/2023 21:51";0;6
"3820";234;83;105;1,267;"07/03/2023 22:06";0;6
"3821";234;73;95;1,302;"07/03/2023 22:21";0;6
"3822";234;132;104;0,788;"07/03/2023 22:36";0;6
"3823";234;114;92;0,812;"07/03/2023 22:51";0;6
"3824";234;119;97;0,813;"07/03/2023 23:06";0;6
"3825";234;116;107;0,922;"07/03/2023 23:21";0;6
"3826";234;103;101;0,983;"07/03/2023 23:36";0;6
"3827";234;101;107;1,062;"07/03/2023 23:51";0;6
"3828";234;91;100;1,105;"08/03/2023 00:06";0;6
"3829";234;92;94;1,019;"08/03/2023 00:36";0;6
"3830";234;92;92;0,994;"08/03/2023 00:51";0;6
"3831";234;80;83;1,046;"08/03/2023 01:06";0;6
"3832";234;79;83;1,043;"08/03/2023 01:21";0;6
"3833";234;82;84;1,018;"08/03/2023 01:36";0;6
"3834";234;68;69;1,014;"08/03/2023 01:51";0;6
"3835";234;80;82;1,029;"08/03/2023 02:06";0;6
"3836";234;76;73;0,96;"08/03/2023 02:21";0;6
"3837";234;80;80;0,999;"08/03/2023 02:36";0;6
"3838";234;63;63;0,999;"08/03/2023 02:51";0;6
"3839";234;46;45;0,967;"08/03/2023 03:06";0;6
"3840";234;39;39;1,006;"08/03/2023 03:21";0;6
"3841";234;34;35;1,038;"08/03/2023 03:36";0;6
"3842";234;34;34;0,998;"08/03/2023 03:51";0;6
"3843";234;37;33;0,9;"08/03/2023 04:06";0;6
"3844";234;35;32;0,929;"08/03/2023 04:21";0;6
"3845";234;65;56;0,864;"08/03/2023 04:51";0;6
"3846";234;67;62;0,933;"08/03/2023 05:06";0;6
"3847";234;68;67;0,977;"08/03/2023 05:21";0;6
"3848";234;56;55;0,975;"08/03/2023 05:36";0;6
"3849";234;47;44;0,927;"08/03/2023 05:51";0;6
"3850";234;39;38;0,971;"08/03/2023 06:06";99;6
"3851";234;34;33;0,961;"08/03/2023 06:21";99;6
"3852";234;35;32;0,937;"08/03/2023 06:36";99;6
"3853";234;39;38;0,971;"08/03/2023 06:51";99;6
"3854";234;69;62;0,888;"08/03/2023 07:06";99;6
"3855";234;64;60;0,927;"08/03/2023 07:21";99;6
"3856";234;80;81;1,011;"08/03/2023 07:36";99;6
"3857";234;88;86;0,978;"08/03/2023 07:51";99;6
"3858";234;123;70;0,57;"08/03/2023 08:06";99;6
"3859";234;124;63;0,506;"08/03/2023 08:21";99;6
"3860";234;104;49;0,467;"08/03/2023 08:36";99;6
"3861";234;30;38;1,281;"08/03/2023 09:06";99;6
"3862";234;15;37;2,453;"08/03/2023 09:21";99;6
"3863";234;20;43;2,174;"08/03/2023 09:36";99;6
"3864";234;8;38;4,6;"08/03/2023 09:51";99;6
"3865";234;8;42;5,494;"08/03/2023 11:06";99;6
"3866";234;0;34;88,855;"08/03/2023 11:21";99;6
"3867";234;0;35;351,197;"08/03/2023 12:36";99;6
"3868";234;20;53;2,693;"08/03/2023 12:51";99;6
"3869";234;107;60;0,562;"08/03/2023 13:21";99;6
"3870";234;91;50;0,546;"08/03/2023 13:36";99;6
"3871";234;76;38;0,505;"08/03/2023 13:51";99;6
"3872";234;68;34;0,493;"08/03/2023 14:06";99;6
"3873";234;69;32;0,469;"08/03/2023 14:21";99;6
"3874";234;59;33;0,56;"08/03/2023 14:36";99;6
"3875";234;65;46;0,711;"08/03/2023 14:51";99;6
"3876";234;51;39;0,766;"08/03/2023 15:06";99;6
"3877";234;37;33;0,884;"08/03/2023 15:21";99;6
"3878";234;40;35;0,877;"08/03/2023 15:36";99;6
"3879";234;38;32;0,847;"08/03/2023 15:51";99;6
"3880";234;38;31;0,809;"08/03/2023 16:06";99;6
"3881";234;37;35;0,949;"08/03/2023 16:21";99;6
"3882";234;67;60;0,89;"08/03/2023 16:36";99;6
"3883";234;66;65;0,992;"08/03/2023 16:51";99;6
"3884";234;53;55;1,038;"08/03/2023 17:06";99;6
"3885";234;36;38;1,035;"08/03/2023 17:36";99;6
"3886";234;36;37;1,008;"08/03/2023 17:51";99;6
"3887";234;56;57;1,022;"08/03/2023 18:06";0;6
"3888";234;73;71;0,963;"08/03/2023 18:21";0;6
"3889";234;65;70;1,074;"08/03/2023 18:36";0;6
"3890";234;83;84;1,015;"08/03/2023 18:51";0;6
"3891";234;92;95;1,03;"08/03/2023 19:06";0;6
"3892";234;88;88;1,001;"08/03/2023 19:21";0;6
"3893";234;95;92;0,973;"08/03/2023 19:36";0;6
"3894";234;65;68;1,048;"08/03/2023 19:51";0;6
"3895";234;56;56;1,006;"08/03/2023 20:06";0;6
"3896";234;79;76;0,968;"08/03/2023 20:21";0;6
"3897";234;90;89;0,995;"08/03/2023 20:36";0;6
"3898";234;84;87;1,026;"08/03/2023 20:51";0;6
"3899";234;92;93;1,009;"08/03/2023 21:06";0;6
"3900";234;89;93;1,041;"08/03/2023 21:21";0;6
"3901";234;87;89;1,019;"08/03/2023 21:51";0;6
"3902";234;157;100;0,636;"08/03/2023 22:06";0;6
"3903";234;157;102;0,652;"08/03/2023 22:21";0;6
"3904";234;162;110;0,681;"08/03/2023 22:36";0;6
"3905";234;131;85;0,647;"08/03/2023 22:51";0;6
"3906";234;124;88;0,711;"08/03/2023 23:06";0;6
"3907";234;121;89;0,736;"08/03/2023 23:21";0;6
"3908";234;119;94;0,788;"08/03/2023 23:36";0;6
"3909";234;114;95;0,833;"08/03/2023 23:51";0;6
"3910";234;103;100;0,972;"09/03/2023 00:06";0;6
"3911";234;90;88;0,974;"09/03/2023 00:21";0;6
"3912";234;86;82;0,951;"09/03/2023 00:36";0;6
"3913";234;88;86;0,973;"09/03/2023 00:51";0;6
"3914";234;88;88;0,998;"09/03/2023 01:06";0;6
"3915";234;90;90;0,995;"09/03/2023 01:21";0;6
"3916";234;90;91;1,02;"09/03/2023 01:36";0;6
"3917";234;78;77;0,984;"09/03/2023 02:06";0;6
"3918";234;83;82;0,99;"09/03/2023 02:21";0;6
"3919";234;97;89;0,924;"09/03/2023 02:36";0;6
"3920";234;80;69;0,86;"09/03/2023 02:51";0;6
"3921";234;90;80;0,892;"09/03/2023 03:06";0;6
"3922";234;84;78;0,922;"09/03/2023 03:21";0;6
"3923";234;72;66;0,909;"09/03/2023 03:36";0;6
"3924";234;58;50;0,861;"09/03/2023 03:51";0;6
"3925";234;51;41;0,802;"09/03/2023 04:06";0;6
"3926";234;48;39;0,818;"09/03/2023 04:21";0;6
"3927";234;42;38;0,9;"09/03/2023 04:36";0;6
"3928";234;62;55;0,889;"09/03/2023 04:51";0;6
"3929";234;70;60;0,849;"09/03/2023 05:06";0;6
"3930";234;75;67;0,898;"09/03/2023 05:21";0;6
"3931";234;90;80;0,895;"09/03/2023 05:36";0;6
"3932";234;71;66;0,925;"09/03/2023 05:51";0;6
"3933";234;48;40;0,843;"09/03/2023 06:21";99;6
"3934";234;43;35;0,806;"09/03/2023 06:36";99;6
"3935";234;38;32;0,835;"09/03/2023 06:51";99;6
"3936";234;44;33;0,761;"09/03/2023 07:06";99;6
"3937";234;41;31;0,769;"09/03/2023 07:21";99;6
"3938";234;56;44;0,781;"09/03/2023 07:36";99;6
"3939";234;56;44;0,786;"09/03/2023 07:51";99;6
"3940";234;49;36;0,732;"09/03/2023 08:06";99;6
"3941";234;38;30;0,777;"09/03/2023 08:21";99;6
"3942";234;44;32;0,725;"09/03/2023 08:36";99;6
"3943";234;52;35;0,661;"09/03/2023 08:51";99;6
"3944";234;44;32;0,735;"09/03/2023 09:06";99;6
"3945";234;72;53;0,743;"09/03/2023 09:21";99;6
"3946";234;82;63;0,77;"09/03/2023 09:36";99;6
"3947";234;71;57;0,803;"09/03/2023 09:51";99;6
"3948";234;61;50;0,823;"09/03/2023 10:06";99;6
"3949";234;41;33;0,799;"09/03/2023 10:36";99;6
"3950";234;38;30;0,787;"09/03/2023 10:51";99;6
"3951";234;39;28;0,726;"09/03/2023 11:06";99;6
"3952";234;46;37;0,804;"09/03/2023 11:21";99;6
"3953";234;38;30;0,787;"09/03/2023 11:36";99;6
"3954";234;38;29;0,771;"09/03/2023 11:51";99;6
"3955";234;36;27;0,765;"09/03/2023 12:06";99;6
"3956";234;36;28;0,795;"09/03/2023 12:21";99;6
"3957";234;36;29;0,808;"09/03/2023 12:36";99;6
"3958";234;94;27;0,289;"09/03/2023 12:51";99;6
"3959";234;113;40;0,352;"09/03/2023 13:06";99;6
"3960";234;125;51;0,407;"09/03/2023 13:21";99;6
"3961";234;122;60;0,495;"09/03/2023 13:36";99;6
"3962";234;101;48;0,479;"09/03/2023 13:51";99;6
"3963";234;89;37;0,417;"09/03/2023 14:06";99;6
"3964";234;74;33;0,443;"09/03/2023 14:21";99;6
"3965";234;30;28;0,946;"09/03/2023 14:51";99;6
"3966";234;23;31;1,343;"09/03/2023 15:06";99;6
"3967";234;17;31;1,844;"09/03/2023 15:21";99;6
"3968";234;21;37;1,764;"09/03/2023 15:36";99;6
"3969";234;32;53;1,668;"09/03/2023 15:51";99;6
"3970";234;24;50;2,079;"09/03/2023 16:06";99;6
"3971";234;15;38;2,58;"09/03/2023 16:21";99;6
"3972";234;7;34;5,114;"09/03/2023 16:36";99;6
"3973";234;7;31;4,213;"09/03/2023 16:51";99;6
"3974";234;7;32;4,45;"09/03/2023 17:06";99;6
"3975";234;7;31;4,372;"09/03/2023 17:21";99;6
"3976";234;14;38;2,636;"09/03/2023 17:36";99;6
"3977";234;24;51;2,178;"09/03/2023 17:51";99;6
"3978";234;36;63;1,746;"09/03/2023 18:06";0;6
"3979";234;19;46;2,472;"09/03/2023 18:21";0;6
"3980";234;15;37;2,498;"09/03/2023 18:36";0;6
"3981";234;79;75;0,953;"09/03/2023 19:06";0;6
"3982";234;80;81;1,014;"09/03/2023 19:21";0;6
"3983";234;60;63;1,044;"09/03/2023 19:36";0;6
"3984";234;53;54;1,01;"09/03/2023 19:51";0;6
"3985";234;48;51;1,063;"09/03/2023 20:06";0;6
"3986";234;74;71;0,957;"09/03/2023 20:21";0;6
"3987";234;86;83;0,965;"09/03/2023 20:36";0;6
"3988";234;85;86;1,007;"09/03/2023 20:51";0;6
"3989";234;86;83;0,969;"09/03/2023 21:06";0;6
"3990";234;66;67;1,023;"09/03/2023 21:21";0;6
"3991";234;61;60;0,985;"09/03/2023 21:36";0;6
"3992";234;56;56;0,989;"09/03/2023 21:51";0;6
"3993";234;49;48;0,985;"09/03/2023 22:06";0;6
"3994";234;74;69;0,94;"09/03/2023 22:21";0;6
"3995";234;98;94;0,958;"09/03/2023 22:36";0;6
"3996";234;105;104;0,991;"09/03/2023 22:51";0;6
"3997";234;65;67;1,039;"09/03/2023 23:21";0;6
"3998";234;77;80;1,04;"09/03/2023 23:36";0;6
"3999";234;93;92;0,991;"09/03/2023 23:51";0;6
"4000";234;90;91;1,017;"10/03/2023 00:06";0;6
"4001";234;93;92;0,993;"10/03/2023 00:21";0;6
"4002";234;90;90;1,009;"10/03/2023 00:36";0;6
"4003";234;153;85;0,559;"10/03/2023 00:51";0;6
"4004";234;151;91;0,601;"10/03/2023 01:06";0;6
"4005";234;144;85;0,595;"10/03/2023 01:21";0;6
"4006";234;137;84;0,609;"10/03/2023 01:36";0;6
"4007";234;127;78;0,615;"10/03/2023 01:51";0;6
"4008";234;123;81;0,658;"10/03/2023 02:06";0;6
"4009";234;110;71;0,642;"10/03/2023 02:21";0;6
"4010";234;93;55;0,594;"10/03/2023 02:36";0;6
"4011";234;69;41;0,593;"10/03/2023 02:51";0;6
"4012";234;79;49;0,623;"10/03/2023 03:06";0;6
"4013";234;55;46;0,833;"10/03/2023 03:36";0;6
"4014";234;81;69;0,852;"10/03/2023 03:51";0;6
"4015";234;85;75;0,89;"10/03/2023 04:06";0;6
"4016";234;87;78;0,892;"10/03/2023 04:21";0;6
"4017";234;79;72;0,902;"10/03/2023 04:36";0;6
"4018";234;74;67;0,906;"10/03/2023 04:51";0;6
"4019";234;60;52;0,859;"10/03/2023 05:06";0;6
"4020";234;55;47;0,857;"10/03/2023 05:21";0;6
"4021";234;68;56;0,814;"10/03/2023 05:36";0;6
"4022";234;57;50;0,881;"10/03/2023 05:51";0;6
"4023";234;49;45;0,919;"10/03/2023 06:06";99;6
"4024";234;47;41;0,863;"10/03/2023 06:21";99;6
"4025";234;45;37;0,828;"10/03/2023 06:36";99;6
"4026";234;51;41;0,804;"10/03/2023 06:51";99;6
"4027";234;55;49;0,891;"10/03/2023 07:06";99;6
"4028";234;46;37;0,812;"10/03/2023 07:21";99;6
"4029";234;63;55;0,885;"10/03/2023 07:51";99;6
"4030";234;74;68;0,911;"10/03/2023 08:06";99;6
"4031";234;62;55;0,885;"10/03/2023 08:21";99;6
"4032";234;45;40;0,9;"10/03/2023 08:36";99;6
"4033";234;45;39;0,861;"10/03/2023 08:51";99;6
"4034";234;37;34;0,913;"10/03/2023 09:06";99;6
"4035";234;38;32;0,861;"10/03/2023 09:21";99;6
"4036";234;43;36;0,849;"10/03/2023 09:36";99;6
"4037";234;37;34;0,906;"10/03/2023 09:51";99;6
"4038";234;37;34;0,902;"10/03/2023 10:06";99;6
"4039";234;NA;NA;NA;" ";NA;6
"4040";235;109;79;0,723;"01/03/2023 09:51";99;7
"4041";235;122;90;0,74;"01/03/2023 10:06";99;7
"4042";235;123;89;0,72;"01/03/2023 10:21";99;7
"4043";235;128;92;0,719;"01/03/2023 10:36";99;7
"4044";235;123;90;0,731;"01/03/2023 10:51";99;7
"4045";235;130;97;0,744;"01/03/2023 11:06";99;7
"4046";235;115;84;0,73;"01/03/2023 11:36";99;7
"4047";235;126;95;0,749;"01/03/2023 11:51";99;7
"4048";235;116;94;0,814;"01/03/2023 12:06";99;7
"4049";235;122;91;0,749;"01/03/2023 12:21";99;7
"4050";235;109;82;0,75;"01/03/2023 12:36";99;7
"4051";235;109;79;0,722;"01/03/2023 12:51";99;7
"4052";235;102;72;0,706;"01/03/2023 13:06";99;7
"4053";235;85;56;0,668;"01/03/2023 13:21";99;7
"4054";235;102;73;0,719;"01/03/2023 13:36";99;7
"4055";235;115;85;0,741;"01/03/2023 13:51";99;7
"4056";235;104;77;0,741;"01/03/2023 14:06";99;7
"4057";235;107;79;0,737;"01/03/2023 14:21";99;7
"4058";235;84;58;0,688;"01/03/2023 14:36";99;7
"4059";235;77;50;0,645;"01/03/2023 14:51";99;7
"4060";235;77;49;0,638;"01/03/2023 15:06";99;7
"4061";235;72;45;0,621;"01/03/2023 15:21";99;7
"4062";235;59;49;0,831;"01/03/2023 15:51";99;7
"4063";235;64;52;0,804;"01/03/2023 16:06";99;7
"4064";235;59;47;0,804;"01/03/2023 16:21";99;7
"4065";235;58;52;0,894;"01/03/2023 16:36";99;7
"4066";235;59;49;0,841;"01/03/2023 16:51";99;7
"4067";235;88;78;0,883;"01/03/2023 17:06";99;7
"4068";235;87;82;0,941;"01/03/2023 17:21";99;7
"4069";235;67;64;0,963;"01/03/2023 17:36";99;7
"4070";235;62;58;0,936;"01/03/2023 17:51";99;7
