timestep	day	time	daytime	7555	7543	7557	5066	7558	5068
162	day_2	03:18	day	0.5472072480666513	0.5228688173892246	0.41484873564678504	0.5552145109608545	0.3949591290854549	0.5864979147877193
163	day_2	03:33	day	0.4348924123840095	0.5436097324760716	0.4566797369155691	0.5847803798048025	0.386411990049473	0.5529182222509902
164	day_2	03:48	day	0.41601925261881817	0.5591678945337707	0.5120280076762197	0.5315342758257766	0.45616621462518253	0.5562944501741686
165	day_2	04:03	day	0.3685549267259796	0.5028943854406875	0.4817483614477145	0.5592437196696657	0.364889107952757	0.5677448433675425
166	day_2	04:18	day	0.5337191397462346	0.6122008297878583	0.5175905657869865	0.5211921145645004	0.5217141692076456	0.5629483079810932
167	day_2	04:33	day	0.526116648165099	0.5954854207074103	0.4456965415213009	0.5795346164413995	0.42161171695277283	0.5406887295354089
168	day_2	04:48	day	0.4309784834083907	0.589956231099699	0.4677236194252514	0.6278957679428009	0.3949108995344819	0.5661112479052932
169	day_2	05:03	day	0.41355266275318847	0.5889635983023237	0.5465826283702551	0.5634954016890913	0.37638528647076375	0.6047486496069497
170	day_2	05:18	day	0.45936919711411517	0.5025040558716953	0.5223618097126257	0.5735945245119474	0.35426348927360957	0.5965780972039354
171	day_2	05:33	day	0.541281993637544	0.6162554943794366	0.45582632950580937	0.5682316699324316	0.4005760236446734	0.5913026782268027
172	day_2	05:48	day	0.4844133636811126	0.572795641723489	0.4980854291378771	0.5657314996246201	0.4949256168073376	0.5654193277042968
173	day_2	06:03	day	0.3900554929520746	0.5056387669711233	0.4334729106452351	0.5293849103602468	0.4551670301716637	0.5661930256543031
174	day_2	06:18	day	0.5414903741563852	0.5571570608875572	0.4952175530038729	0.4929308953076347	0.4087653953350819	0.5548043992539291
175	day_2	06:33	day	0.49845413382312886	0.5604708103922886	0.4242885134175056	0.5822028018392432	0.3729561325089915	0.527317538999277
176	day_2	06:48	day	0.5002491506608575	0.5192627995369974	0.43786694636173507	0.6479356639263548	0.4135983651634182	0.5998915785751399
177	day_2	07:03	day	0.42422423578108953	0.5084708103922887	0.3947371583772266	0.6453776292417328	0.37698365163418196	0.5677644901383981
178	day_2	07:18	day	0.409141563044867	0.4532628615820612	0.4937604942904714	0.5908168696321278	0.3989673032683639	0.5251793960294682
179	day_2	07:33	day	0.555946772883894	0.5347043892990428	0.478157795660728	0.5579142893768695	0.4223918295607105	0.5296843077221821
180	day_2	07:48	day	0.48970781429274624	0.5221204730546894	0.41177450957939576	0.5353290896771734	0.4512523185142372	0.517
181	day_2	08:03	day	0.40785164224199316	0.5085803257106369	0.40640242656855136	0.48893668577322347	0.43794877387256365	0.5169476924072736
182	day_2	08:18	day	0.38936806373033644	0.5263284839099808	0.4662885134175056	0.5407287746996372	0.38056866500824554	0.4932459488208493
183	day_2	08:33	day	0.40912117797385883	0.5137737262508066	0.41691316475290463	0.6085721281155934	0.38944468678110916	0.4811521367797982
184	day_2	08:48	day	0.3987032844839864	0.5053869251704671	0.39868533845081305	0.530414459684681	0.37217220777810933	0.5223762279231785
185	day_2	09:03	day	0.5929071351940678	0.4686460721286841	0.48026937293028643	0.534146299924924	0.37287302519640025	0.5101793960294682
186	day_2	09:18	day	0.4610973955462808	0.5551861574276727	0.42397292209604953	0.5602316699324317	0.3835389648530728	0.49110867281352544
187	day_2	09:33	day	0.43743488120431073	0.5211715471125512	0.4251442567087528	0.5205717874999706	0.33768365350599167	0.5224161370387094
188	day_2	09:48	day	0.4256443941753419	0.5015547576591741	0.3767371583772266	0.511402069331824	0.37713651447000984	0.5372671909244987
189	day_2	10:03	day	0.39516081566368516	0.5119744939936011	0.4091115772695584	0.5256092991741644	0.35948773872563644	0.5447486496069498
190	day_2	10:18	day	0.41945753117969875	0.5089964094662834	0.36945658237645235	0.5284629992492405	0.3783340603433274	0.5947001482536305
191	day_2	10:33	day	0.398308040969502	0.6169234199357393	0.34351960537335374	0.5410588862236791	0.31520408896326424	0.5305273849440026
192	day_2	10:48	day	0.36298301321715054	0.5186313997684987	0.4076274406522065	0.5365731499624621	0.32345940405396484	0.5340491169271391
