"";"Datetime";"Animal No._NA";"Box_NA";"TempC_[°C]";"HumC_[%]";"LightC_[%]";"S.Flow_[l/min]";"Ref.O2_[%]";"Ref.CO2_[%]";"Flow_[l/min]";"Temp_[°C]";"O2_[%]";"CO2_[%]";"dO2_[%]";"dCO2_[%]";"VO2(1)_[ml/h/kg]";"VO2(2)_[ml/h/kg]";"VO2(3)_[ml/h]";"VCO2(1)_[ml/h/kg]";"VCO2(2)_[ml/h/kg]";"VCO2(3)_[ml/h]";"RER_NA";"H(1)_[kcal/h/kg]";"H(2)_[kcal/h/kg]";"H(3)_[kcal/h]";"XT+YT_[Cnts]";"XT_[Cnts]";"XA_[Cnts]";"XF_[Cnts]";"YT_[Cnts]";"YA_[Cnts]";"YF_[Cnts]";"Z_[Cnts]";"CenT_[Cnts]";"CenA_[Cnts]";"CenF_[Cnts]";"PerT_[Cnts]";"PerA_[Cnts]";"PerF_[Cnts]";"DistK_[cm]";"DistD_[cm]";"Speed_[cm/s]";"Drink_[ml]";"Feed1_[g]";"Datetime2";"hour";"minutes";"MeasPoint";"diff.sec";"running_total.sec";"running_total.hrs";"running_total.hrs.round";"timeintervalinmin";"running_total.hrs.halfhour";"HP";"HP2"
"127";"10/11/2020 01:53";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,32;0,513;0,495;0,47;4634;1799;105;4350;1689;99;0,939;23,076;8,957;0,524;1530;732;583;149;798;564;234;315;628;506;122;902;641;261;40138;1057;1;3,26;2,47;2020-11-10 01:53:00;1;53;64;900;56700;15,8;15;0,833333333333333;15,8333333333333;611,06346;607,19085
"128";"10/11/2020 01:53";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,47;0,374;0,347;0,331;3337;1286;74;3138;1210;69;0,94;16,62;6,408;0,367;2210;1244;987;257;966;693;273;442;946;789;157;1264;891;373;61748;1458;2;3,66;2,83;2020-11-10 01:53:00;1;53;64;900;56700;15,8;15;0,833333333333333;15,8333333333333;430,77768;428,0308
"129";"10/11/2020 02:08";6722;2;23,1;55;0;0,35;20,82;0,043;0,36;23,5;20,41;0,429;0,404;0,386;3860;1498;88;3646;1415;83;0,944;19,247;7,471;0,437;219;156;70;86;63;8;55;0;205;74;131;14;4;10;40206;68;0;3,27;2,47;2020-11-10 02:08:00;2;8;65;900;57600;16;16;0;16;512,863296;509,51296
"130";"10/11/2020 02:08";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,5;0,349;0,319;0,306;3056;1178;68;2903;1119;64;0,95;15,253;5,881;0,337;1291;739;512;227;552;351;201;194;516;365;151;775;498;277;62587;839;1;3,89;2,91;2020-11-10 02:08:00;2;8;65;900;57600;16;16;0;16;396,984;394,298
"131";"10/11/2020 02:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,45;0,39;0,366;0,347;3440;1335;78;3211;1246;73;0,933;17,107;6,64;0,388;126;48;20;28;78;27;51;0;73;33;40;53;14;39;40257;51;0;3,27;2,47;2020-11-10 02:23:00;2;23;66;900;58500;16,2;16;0,333333333333333;16,3333333333333;453,152232;450,38682
"132";"10/11/2020 02:23";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,56;0,29;0,26;0,247;2572;991;57;2419;933;53;0,941;12,81;4,939;0,283;44;25;10;15;19;2;17;0;36;9;27;8;3;5;62603;16;0;3,89;2,91;2020-11-10 02:23:00;2;23;66;900;58500;16,2;16;0,333333333333333;16,3333333333333;331,910316;329,78091
"133";"10/11/2020 02:38";6722;2;23;55;0;0,35;20,82;0,043;0,36;23,5;20,43;0,393;0,386;0,351;3706;1439;84;3291;1278;75;0,888;18,247;7,083;0,414;605;265;177;88;340;235;105;33;325;205;120;280;207;73;40572;315;0;3,27;2,47;2020-11-10 02:38:00;2;38;67;900;59400;16,5;16;0,5;16,5;481,705056;479,62656
"134";"10/11/2020 02:38";6715;3;23;55;0;0,35;20,82;0,043;0,36;23,4;20,57;0,279;0,249;0,237;2435;939;54;2280;879;50;0,937;12,117;4,672;0,268;243;150;98;52;93;54;39;24;106;64;42;137;88;49;62733;130;0;3,89;2,91;2020-11-10 02:38:00;2;38;67;900;59400;16,5;16;0,5;16,5;314,081064;312,11514
"135";"10/11/2020 02:53";6722;2;23,1;55;0;0,35;20,82;0,043;0,36;23,6;20,39;0,44;0,429;0,397;4145;1609;94;3768;1462;86;0,909;20,502;7,958;0,465;916;476;312;164;440;307;133;158;379;261;118;537;358;179;41163;591;1;3,41;2,6;2020-11-10 02:53:00;2;53;68;900;60300;16,8;16;0,833333333333333;16,8333333333333;542,343528;539,54778
"136";"10/11/2020 02:53";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,48;0,365;0,337;0,323;3233;1247;71;3062;1181;68;0,947;16,13;6,219;0,356;1603;1011;748;263;592;416;176;215;509;433;76;1094;731;363;63638;905;1;3,98;3,06;2020-11-10 02:53:00;2;53;68;900;60300;16,8;16;0,833333333333333;16,8333333333333;414,142716;411,38891
"137";"10/11/2020 03:08";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,43;0,407;0,388;0,364;3648;1416;83;3366;1306;76;0,923;18,1;7,026;0,411;124;66;27;39;58;20;38;0;106;38;68;18;9;9;41197;34;0;3,41;2,6;2020-11-10 03:08:00;3;8;69;900;61200;17;17;0;17;480,816012;478,07087
"138";"10/11/2020 03:08";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,4;20,52;0,326;0,294;0,283;2820;1087;62;2683;1035;59;0,952;14,082;5,429;0,311;1995;1054;802;252;941;650;291;193;1038;753;285;957;699;258;64818;1181;1;4,11;3,06;2020-11-10 03:08:00;3;8;69;900;61200;17;17;0;17;362,162832;359,68432
"139";"10/11/2020 03:23";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,5;20,46;0,374;0,353;0,331;3308;1284;75;3057;1187;69;0,924;16,418;6,373;0,373;386;195;120;75;191;117;74;89;132;81;51;254;156;98;41408;211;0;3,41;2,69;2020-11-10 03:23:00;3;23;70;900;62100;17,2;17;0,333333333333333;17,3333333333333;434,5974;432,099
"140";"10/11/2020 03:23";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,3;20,59;0,257;0,229;0,214;2210;852;49;2031;783;45;0,919;10,954;4,223;0,242;43;35;7;28;8;3;5;0;39;8;31;4;2;2;64826;8;0;4,11;3,06;2020-11-10 03:23:00;3;23;70;900;62100;17,2;17;0,333333333333333;17,3333333333333;283,528308;281,95433
"141";"10/11/2020 03:38";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,6;20,38;0,46;0,437;0,417;4096;1590;93;3862;1499;88;0,943;20,415;7,924;0,463;1301;692;475;217;609;415;194;191;645;415;230;656;475;181;42289;881;1;3,63;2,73;2020-11-10 03:38:00;3;38;71;900;63000;17,5;17;0,5;17,5;541,848132;538,32957
"142";"10/11/2020 03:38";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,3;20,6;0,242;0,218;0,199;2111;814;47;1885;727;42;0,893;10,403;4,011;0,23;18;14;5;9;4;1;3;0;14;5;9;4;1;3;64830;4;0;4,11;3,06;2020-11-10 03:38:00;3;38;71;900;63000;17,5;17;0,5;17,5;269,917428;268,69853
"143";"10/11/2020 03:53";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,43;0,405;0,382;0,362;3580;1390;81;3348;1299;76;0,935;17,813;6,914;0,404;79;49;4;45;30;10;20;0;79;14;65;0;0;0;42303;14;0;3,63;2,73;2020-11-10 03:53:00;3;53;72;900;63900;17,8;17;0,833333333333333;17,8333333333333;470,85138;467,94105
"144";"10/11/2020 03:53";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,3;20,56;0,28;0,255;0,236;2468;951;55;2244;865;50;0,909;12,207;4,706;0,27;522;329;223;106;193;125;68;85;286;172;114;236;176;60;65102;272;0;4,11;3,16;2020-11-10 03:53:00;3;53;72;900;63900;17,8;17;0,833333333333333;17,8333333333333;317,32866;315,69285
"145";"10/11/2020 04:08";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,5;20,47;0,365;0,341;0,322;3234;1255;73;3002;1165;68;0,929;16,065;6,236;0,365;75;48;27;21;27;5;22;0;75;32;43;0;0;0;42319;17;0;3,63;2,73;2020-11-10 04:08:00;4;8;73;900;64800;18;18;0;18;423,616956;421,09831
"146";"10/11/2020 04:08";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,3;20,53;0,315;0,286;0,272;2750;1060;61;2581;995;57;0,939;13,69;5,279;0,303;2348;1350;1062;288;998;738;260;174;1273;996;277;1075;804;271;66433;1331;1;4,2;3,24;2020-11-10 04:08:00;4;8;73;900;64800;18;18;0;18;354,998772;352,74897
"147";"10/11/2020 04:23";6722;2;23,1;55;0;0,35;20,82;0,043;0,35;23,5;20,48;0,349;0,332;0,305;3164;1228;72;2845;1104;65;0,899;15,615;6,061;0,354;571;242;145;97;329;215;114;84;352;200;152;219;160;59;42648;328;0;3,64;2,8;2020-11-10 04:23:00;4;23;74;900;65700;18,2;18;0,333333333333333;18,3333333333333;414,211104;412,24104
"148";"10/11/2020 04:23";6715;3;23,1;55;0;0,35;20,82;0,043;0,35;23,4;20,54;0,297;0,271;0,254;2615;1008;58;2407;928;53;0,92;12,969;5,001;0,287;1458;816;577;239;642;449;193;61;916;634;282;542;392;150;67223;790;1;4,2;3,24;2020-11-10 04:23:00;4;23;74;900;65700;18,2;18;0,333333333333333;18,3333333333333;335,70168;333,8248
"149";"10/11/2020 04:38";6722;2;22,9;55;0;0,35;20,82;0,043;0,35;23,6;20,4;0,435;0,421;0,392;3992;1550;91;3655;1419;83;0,916;19,776;7,676;0,449;1621;736;550;186;885;633;252;201;660;517;143;961;666;295;43775;1127;1;3,65;2,81;2020-11-10 04:38:00;4;38;75;900;66600;18,5;18;0,5;18,5;526,097208;523,23908
"150";"10/11/2020 04:38";6715;3;22,9;55;0;0,35;20,82;0,043;0,35;23,3;20,59;0,251;0,226;0,208;2191;845;48;1974;761;44;0,901;10,819;4,171;0,239;66;43;10;33;23;4;19;0;51;12;39;15;2;13;67236;13;0;4,2;3,24;2020-11-10 04:38:00;4;38;75;900;66600;18,5;18;0,5;18,5;276,300864;274,96464
"151";"10/11/2020 04:53";6722;2;23;55;0;0,35;20,82;0,043;0,35;23,6;20,43;0,415;0,39;0,372;3654;1418;83;3439;1335;78;0,941;18,202;7,065;0,413;784;388;214;174;396;242;154;133;230;155;75;554;301;253;44199;425;0;3,99;3,04;2020-11-10 04:53:00;4;53;76;900;67500;18,8;18;0,833333333333333;18,8333333333333;483,308004;480,20729
"152";"10/11/2020 04:53";6715;3;23;55;0;0,35;20,82;0,043;0,35;23,3;20,58;0,252;0,232;0,209;2259;871;50;1980;763;44;0,876;11,093;4,277;0,245;52;36;17;19;16;6;10;0;36;18;18;16;5;11;67251;15;0;4,2;3,24;2020-11-10 04:53:00;4;53;76;900;67500;18,8;18;0,833333333333333;18,8333333333333;285,7284;284,634
"153";"10/11/2020 05:08";6722;2;23,1;55;41;0,35;20,82;0,043;0,35;23,6;20,36;0,482;0,455;0,439;4272;1658;97;4085;1586;93;0,956;21,354;8,289;0,485;1444;672;485;187;772;546;226;268;445;363;82;999;668;331;45186;987;1;4;3,18;2020-11-10 05:08:00;5;8;77;900;68400;19;19;0;19;567,256776;563,28676
"154";"10/11/2020 05:08";6715;3;23,1;55;41;0,35;20,82;0,043;0,36;23,3;20,58;0,258;0,238;0,215;2391;922;53;2102;810;46;0,879;11,746;4,529;0,26;692;356;223;133;336;224;112;142;93;61;32;599;386;213;67709;458;1;4,21;3,24;2020-11-10 05:08:00;5;8;77;900;68400;19;19;0;19;303,137316;301,93941
"155";"10/11/2020 05:23";6722;2;23,1;55;49;0,35;20,82;0,043;0,35;23,6;20,39;0,452;0,423;0,408;3941;1530;89;3767;1462;86;0,956;19,699;7,646;0,447;1204;529;372;157;675;470;205;112;336;217;119;868;625;243;45924;738;1;4,19;3,18;2020-11-10 05:23:00;5;23;78;900;69300;19,2;19;0,333333333333333;19,3333333333333;520,472712;516,83012
"156";"10/11/2020 05:23";6715;3;23,1;55;49;0,35;20,82;0,043;0,35;23,3;20,47;0,351;0,342;0,307;3331;1284;74;2918;1125;64;0,876;16,353;6,305;0,361;2533;1518;1224;294;1015;781;234;428;913;769;144;1620;1236;384;69463;1754;2;4,24;3,38;2020-11-10 05:23:00;5;23;78;900;69300;19,2;19;0,333333333333333;19,3333333333333;422,878032;421,25832
"157";"10/11/2020 05:38";6722;2;22,9;55;49;0,35;20,82;0,044;0,35;23,6;20,4;0,444;0,419;0,401;3925;1524;89;3709;1440;84;0,945;19,571;7,597;0,444;782;325;212;113;457;264;193;195;100;74;26;682;402;280;46407;482;1;4,19;3,32;2020-11-10 05:38:00;5;38;79;900;70200;19,5;19;0,5;19,5;518,83974;515,43015
"158";"10/11/2020 05:38";6715;3;22,9;55;49;0,35;20,82;0,044;0,35;23,3;20,52;0,323;0,301;0,28;2913;1123;64;2655;1024;59;0,912;14,415;5,558;0,319;1075;584;385;199;491;310;181;152;144;119;25;931;576;355;70114;651;1;4,33;3,38;2020-11-10 05:38:00;5;38;79;900;70200;19,5;19;0,5;19,5;369,575424;367,62624
"159";"10/11/2020 05:53";6722;2;23,1;54;49;0,35;20,82;0,044;0,36;23,6;20,42;0,421;0,392;0,378;3804;1476;86;3627;1408;82;0,953;19,002;7,376;0,431;1314;633;413;220;681;431;250;44;693;435;258;621;409;212;47175;768;1;4,41;3,38;2020-11-10 05:53:00;5;53;80;900;71100;19,8;19;0,833333333333333;19,8333333333333;502,498344;499,03994
"160";"10/11/2020 05:53";6715;3;23,1;54;49;0,35;20,82;0,044;0,35;23,3;20,54;0,301;0,276;0,258;2667;1028;59;2440;941;54;0,915;13,209;5,093;0,292;377;159;66;93;218;122;96;12;5;3;2;372;185;187;70296;181;0;4,33;3,38;2020-11-10 05:53:00;5;53;80;900;71100;19,8;19;0,833333333333333;19,8333333333333;340,99758;339,15855
"161";"10/11/2020 06:08";6722;2;23;55;49;0,35;20,82;0,044;0,35;23,6;20,42;0,43;0,402;0,386;3753;1457;85;3570;1386;81;0,951;18,737;7,273;0,425;328;182;100;82;146;102;44;2;96;63;33;232;139;93;47328;154;0;4,41;3,38;2020-11-10 06:08:00;6;8;81;900;72000;20;20;0;20;496,37178;492,99405
"162";"10/11/2020 06:08";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,26;0,234;0,216;2268;875;50;2052;791;45;0,905;11,21;4,322;0,248;62;38;16;22;24;9;15;0;0;0;0;62;25;37;70311;16;0;4,33;3,38;2020-11-10 06:08:00;6;8;81;900;72000;20;20;0;20;288,147;286,7075
"163";"10/11/2020 06:23";6722;2;23;55;49;0,35;20,82;0,043;0,35;23,6;20,46;0,384;0,356;0,34;3323;1290;75;3143;1220;71;0,946;16,574;6,433;0,376;106;48;18;30;58;23;35;0;21;14;7;85;27;58;47359;31;0;4,41;3,38;2020-11-10 06:23:00;6;23;82;900;72900;20,2;20;0,333333333333333;20,3333333333333;437,3496;434,4585
"164";"10/11/2020 06:23";6715;3;23;55;49;0,35;20,82;0,043;0,36;23,3;20,59;0,25;0,229;0,206;2279;879;50;2003;772;44;0,879;11,198;4,317;0,247;509;212;164;48;297;193;104;106;79;64;15;430;293;137;70634;323;0;4,33;3,46;2020-11-10 06:23:00;6;23;82;900;72900;20,2;20;0,333333333333333;20,3333333333333;285,9786;284,8485
"165";"10/11/2020 06:38";6722;2;23;55;49;0,35;20,82;0,043;0,35;23,5;20,49;0,354;0,329;0,311;3082;1196;70;2868;1113;65;0,93;15,317;5,946;0,348;108;49;20;29;59;14;45;0;47;8;39;61;26;35;47487;128;0;4,41;3,38;2020-11-10 06:38:00;6;38;83;900;73800;20,5;20;0,5;20,5;406,3248;403,893
"166";"10/11/2020 06:38";6715;3;23;55;49;0,35;20,82;0,043;0,35;23,3;20,52;0,32;0,297;0,276;2866;1105;63;2621;1011;58;0,915;14,195;5,473;0,314;2259;1279;932;347;980;667;313;132;510;372;138;1749;1227;522;71917;1283;1;4,36;3,47;2020-11-10 06:38:00;6;38;83;900;73800;20,5;20;0,5;20,5;364,11606;362,15235
"167";"10/11/2020 06:53";6722;2;23,1;55;49;0,35;20,82;0,044;0,35;23,5;20,49;0,35;0,331;0,306;3132;1216;71;2838;1102;64;0,906;15,483;6,01;0,351;130;64;33;31;66;37;29;0;30;18;12;100;52;48;47535;49;0;4,41;3,38;2020-11-10 06:53:00;6;53;84;900;74700;20,8;20;0,833333333333333;20,8333333333333;409,287168;407,22618
"168";"10/11/2020 06:53";6715;3;23,1;55;49;0,35;20,82;0,044;0,35;23,3;20,54;0,299;0,278;0,256;2694;1039;60;2432;938;54;0,903;13,306;5,131;0,294;719;345;196;149;374;184;190;11;97;78;19;622;302;320;72241;324;0;4,37;3,47;2020-11-10 06:53:00;6;53;84;900;74700;20,8;20;0,833333333333333;20,8333333333333;345,57624;343,8774
"169";"10/11/2020 07:08";6722;2;23;55;49;0,35;20,82;0,044;0,35;23,6;20,45;0,389;0,371;0,345;3497;1357;79;3193;1239;72;0,913;17,314;6,721;0,393;914;487;281;206;427;263;164;35;335;197;138;579;347;232;48001;465;1;4,41;3,38;2020-11-10 07:08:00;7;8;85;900;75600;21;21;0;21;456,326436;453,90161
"170";"10/11/2020 07:08";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,48;0,346;0,336;0,302;3278;1264;72;2870;1107;63;0,876;16,091;6,204;0,356;609;334;223;111;275;145;130;45;103;80;23;506;288;218;72582;341;0;4,42;3,79;2020-11-10 07:08:00;7;8;85;900;75600;21;21;0;21;411,448896;409,87296
"171";"10/11/2020 07:23";6722;2;22,9;55;49;0,35;20,82;0,044;0,35;23,5;20,47;0,364;0,344;0,32;3238;1257;74;2955;1147;67;0,913;16,029;6,222;0,364;29;18;5;13;11;3;8;0;4;1;3;25;7;18;48011;10;0;4,41;3,38;2020-11-10 07:23:00;7;23;86;900;76500;21,2;21;0,333333333333333;21,3333333333333;427,445016;425,17366
"172";"10/11/2020 07:23";6715;3;22,9;55;49;0,35;20,82;0,044;0,35;23,3;20,56;0,286;0,261;0,242;2524;973;56;2298;886;51;0,91;12,488;4,815;0,276;135;52;13;39;83;29;54;0;0;0;0;135;42;93;72616;34;0;4,42;3,8;2020-11-10 07:23:00;7;23;86;900;76500;21,2;21;0,333333333333333;21,3333333333333;323,19168;321,5128
"173";"10/11/2020 07:38";6722;2;23,1;55;49;0,35;20,82;0,044;0,35;23,5;20,47;0,354;0,344;0,31;3266;1268;74;2868;1113;65;0,878;16,042;6,227;0,364;43;19;14;5;24;5;19;0;4;3;1;39;16;23;48027;16;0;4,41;3,38;2020-11-10 07:38:00;7;38;87;900;77400;21,5;21;0,5;21,5;423,124896;421,46996
"174";"10/11/2020 07:38";6715;3;23,1;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,268;0,239;0,224;2302;888;51;2127;820;47;0,924;11,424;4,405;0,252;329;160;109;51;169;112;57;22;15;11;4;314;210;104;72799;183;0;4,43;3,8;2020-11-10 07:38:00;7;38;87;900;77400;21,5;21;0,5;21,5;295,526232;293,82732
"175";"10/11/2020 07:53";6722;2;23;55;49;0,35;20,81;0,044;0,35;23,6;20,49;0,335;0,324;0,291;3075;1193;70;2684;1042;61;0,873;15,086;5,856;0,342;337;195;115;80;142;92;50;41;34;24;10;303;183;120;48228;201;0;4,42;3,41;2020-11-10 07:53:00;7;53;88;900;78300;21,8;21;0,833333333333333;21,8333333333333;399,66948;398,1873
"176";"10/11/2020 07:53";6715;3;23;55;49;0,35;20,81;0,044;0,36;23,3;20,57;0,277;0,245;0,233;2414;931;53;2269;875;50;0,94;12,024;4,636;0,266;28;10;6;4;18;9;9;0;0;0;0;28;15;13;72809;11;0;4,43;3,8;2020-11-10 07:53:00;7;53;88;900;78300;21,8;21;0,833333333333333;21,8333333333333;308,52996;306,5626
"177";"10/11/2020 08:08";6722;2;22,9;55;49;0,35;20,82;0,044;0,35;23,6;20,44;0,395;0,375;0,35;3531;1370;80;3241;1258;74;0,918;17,499;6,792;0,397;1098;517;358;159;581;377;204;32;671;443;228;427;292;135;48837;609;1;4,42;3,54;2020-11-10 08:08:00;8;8;89;900;79200;22;22;0;22;462,76992;460,2192
"178";"10/11/2020 08:08";6715;3;22,9;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,265;0,239;0,221;2308;890;51;2098;809;46;0,909;11,415;4,401;0,252;243;110;60;50;133;81;52;34;0;0;0;243;141;102;72930;121;0;4,43;3,8;2020-11-10 08:08:00;8;8;89;900;79200;22;22;0;22;294,250212;292,73337
"179";"10/11/2020 08:23";6722;2;23;55;49;0,35;20,82;0,044;0,35;23,5;20,44;0,401;0,379;0,356;3558;1381;81;3295;1279;75;0,926;17,668;6,858;0,401;95;48;8;40;47;9;38;0;95;17;78;0;0;0;48850;13;0;4,42;3,54;2020-11-10 08:23:00;8;23;90;900;80100;22,2;22;0,333333333333333;22,3333333333333;469,635408;466,89858
"180";"10/11/2020 08:23";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,268;0,241;0,224;2332;899;52;2126;820;47;0,912;11,541;4,45;0,255;130;52;11;41;78;29;49;2;0;0;0;130;40;90;72983;53;0;4,43;3,8;2020-11-10 08:23:00;8;23;90;900;80100;22,2;22;0,333333333333333;22,3333333333333;300,280032;298,69632
"181";"10/11/2020 08:38";6722;2;23;55;49;0,35;20,82;0,044;0,35;23,6;20,46;0,375;0,355;0,331;3355;1302;76;3069;1191;70;0,915;16,614;6,449;0,377;18;4;1;3;14;3;11;0;16;2;14;2;2;0;48854;4;0;4,42;3,54;2020-11-10 08:38:00;8;38;91;900;81000;22,5;22;0,5;22,5;439,25112;436,8822
"182";"10/11/2020 08:38";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,255;0,233;0,211;2266;874;50;2006;773;44;0,885;11,15;4,299;0,246;7;7;1;6;0;0;0;0;0;0;0;7;1;6;72984;1;0;4,43;3,8;2020-11-10 08:38:00;8;38;91;900;81000;22,5;22;0,5;22,5;286,479;285,2775
"183";"10/11/2020 08:53";6722;2;23;55;49;0,35;20,82;0,044;0,35;23,5;20,47;0,36;0,351;0,316;3366;1306;76;2951;1145;67;0,877;16,528;6,415;0,375;274;134;99;35;140;87;53;47;111;64;47;163;122;41;49024;170;0;4,42;3,54;2020-11-10 08:53:00;8;53;92;900;81900;22,8;22;0,833333333333333;22,8333333333333;434,433936;432,75236
"184";"10/11/2020 08:53";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,56;0,27;0,252;0,226;2460;949;54;2140;825;47;0,87;12,062;4,651;0,267;445;238;127;111;207;127;80;25;6;6;0;439;248;191;73203;219;0;4,43;3,8;2020-11-10 08:53:00;8;53;92;900;81900;22,8;22;0,833333333333333;22,8333333333333;308,04624;306,9414
"185";"10/11/2020 09:08";6722;2;23;55;49;0,35;20,82;0,044;0,36;23,6;20,44;0,386;0,372;0,342;3604;1399;82;3249;1261;74;0,901;17,797;6,908;0,404;195;140;42;98;55;2;53;1;195;44;151;0;0;0;49102;78;0;4,42;3,54;2020-11-10 09:08:00;9;8;93;900;82800;23;23;0;23;472,013976;469,73126
"186";"10/11/2020 09:08";6715;3;23;55;49;0,35;20,82;0,044;0,35;23,3;20,58;0,261;0,239;0,217;2324;896;51;2056;793;45;0,885;11,433;4,408;0,253;109;40;16;24;69;13;56;0;0;0;0;109;29;80;73229;26;0;4,43;3,8;2020-11-10 09:08:00;9;8;93;900;82800;23;23;0;23;292,20858;290,98305
"187";"10/11/2020 09:23";6722;2;22,9;55;49;0,35;20,82;0,044;0,36;23,5;20,47;0,353;0,343;0,309;3324;1290;75;2920;1134;66;0,879;16,328;6,338;0,371;32;23;7;16;9;4;5;0;32;11;21;0;0;0;49117;15;0;4,42;3,54;2020-11-10 09:23:00;9;23;94;900;83700;23,2;23;0,333333333333333;23,3333333333333;428,9679;427,27275
"188";"10/11/2020 09:23";6715;3;22,9;55;49;0,35;20,82;0,044;0,35;23,3;20,56;0,274;0,254;0,23;2469;952;55;2185;842;48;0,885;12,148;4,684;0,268;60;21;13;8;39;15;24;0;0;0;0;60;28;32;73253;24;0;4,43;3,8;2020-11-10 09:23:00;9;23;94;900;83700;23,2;23;0,333333333333333;23,3333333333333;315,1269;313,80525
"189";"10/11/2020 09:38";6722;2;23,1;56;49;0,35;20,81;0,044;0,35;23,5;20,45;0,366;0,36;0,322;3419;1327;78;2976;1155;68;0,87;16,767;6,508;0,381;124;69;39;30;55;27;28;0;84;41;43;40;25;15;49178;61;0;4,42;3,54;2020-11-10 09:38:00;9;38;95;900;84600;23,5;23;0,5;23,5;444,95568;443,3598
"190";"10/11/2020 09:38";6715;3;23,1;56;49;0,35;20,81;0,044;0,35;23,3;20,58;0,252;0,231;0,207;2244;865;50;1967;758;43;0,877;11,019;4,248;0,244;165;76;28;48;89;54;35;7;0;0;0;165;82;83;73318;65;0;4,43;3,8;2020-11-10 09:38:00;9;38;95;900;84600;23,5;23;0,5;23,5;285,8118;284,7055
"191";"10/11/2020 09:53";6722;2;23;55;49;0,35;20,81;0,045;0,35;23,6;20,48;0,349;0,339;0,304;3212;1247;73;2810;1091;64;0,875;15,766;6,12;0,358;62;41;21;20;21;4;17;0;60;24;36;2;1;1;49202;24;0;4,42;3,54;2020-11-10 09:53:00;9;53;96;900;85500;23,8;23;0,833333333333333;23,8333333333333;417,0417;415,46125
"192";"10/11/2020 09:53";6715;3;23;55;49;0,35;20,81;0,045;0,36;23,3;20,58;0,251;0,232;0,207;2331;899;52;2013;776;44;0,863;11,414;4,401;0,252;59;21;7;14;38;13;25;0;0;0;0;59;20;39;73332;14;0;4,43;3,8;2020-11-10 09:53:00;9;53;96;900;85500;23,8;23;0,833333333333333;23,8333333333333;296,029968;295,05268
"193";"10/11/2020 10:08";6722;2;23;55;49;0,35;20,82;0,046;0,35;23,5;20,46;0,36;0,36;0,314;3441;1336;78;2899;1125;66;0,843;16,768;6,509;0,381;141;91;37;54;50;19;31;0;136;52;84;5;4;1;49252;50;0;4,42;3,54;2020-11-10 10:08:00;10;8;97;900;86400;24;24;0;24;441,442872;440,34822
"194";"10/11/2020 10:08";6715;3;23;55;49;0,35;20,82;0,046;0,35;23,3;20,58;0,255;0,241;0,209;2371;914;52;1987;766;44;0,838;11,542;4,45;0,255;291;136;47;89;155;89;66;29;0;0;0;291;136;155;73466;134;0;4,43;3,8;2020-11-10 10:08:00;10;8;97;900;86400;24;24;0;24;293,861568;293,19368
"195";"10/11/2020 10:23";6722;2;23,1;55;49;0,35;20,81;0,047;0,36;23,5;20,43;0,383;0,379;0,336;3692;1433;84;3175;1233;72;0,86;18,063;7,011;0,41;413;267;155;112;146;45;101;31;341;148;193;72;52;20;49439;187;0;4,42;3,54;2020-11-10 10:23:00;10;23;98;900;87300;24,2;24;0,333333333333333;24,3333333333333;477,78192;476,2632
"196";"10/11/2020 10:23";6715;3;23,1;55;49;0,35;20,81;0,047;0,35;23,3;20,59;0,246;0,227;0,198;2224;857;49;1881;725;42;0,846;10,844;4,181;0,24;67;37;15;22;30;16;14;4;0;0;0;67;31;36;73488;22;0;4,43;3,8;2020-11-10 10:23:00;10;23;98;900;87300;24,2;24;0,333333333333333;24,3333333333333;277,561872;276,83922
"197";"10/11/2020 10:38";6722;2;23,1;55;49;0,35;20,81;0,047;0,35;23,5;20,48;0,335;0,337;0,288;3235;1256;73;2658;1032;60;0,822;15,687;6,089;0,356;44;28;18;10;16;4;12;0;44;22;22;0;0;0;49455;16;0;4,42;3,54;2020-11-10 10:38:00;10;38;99;900;88200;24,5;24;0,5;24,5;410,588208;409,92858
