20200508_SD_Ucpdd_K1;Test;TX001;TX002;TX003;;;;;;;;;;;;;;
16.05.2020;23:40;2344;4;0,40;20,77;0,050;-138,606;0,50;29,6;20,53;0,263;-138,605;0,2345;0,2127;72;64;0,885;
16.05.2020;23:45;2344;4;0,40;20,77;0,050;-138,605;0,50;29,6;20,45;0,332;-138,606;0,3155;0,2814;97;84;0,867;
16.05.2020;23:50;2344;4;0,40;20,77;0,051;-138,606;0,50;29,7;20,48;0,304;-138,605;0,2824;0,2534;87;76;0,874;
16.05.2020;23:55;2344;4;0,40;20,77;0,051;-138,605;0,50;29,7;20,48;0,303;-138,605;0,2836;0,2515;88;76;0,861;
17.05.2020;00:00;2344;4;0,40;20,76;0,052;-138,605;0,50;29,7;20,55;0,247;-138,605;0,2185;0,1945;67;58;0,865;
17.05.2020;00:05;2344;4;0,40;20,77;0,052;-138,605;0,49;29,6;20,56;0,233;-138,605;0,2013;0,1802;60;53;0,871;
17.05.2020;00:10;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,58;0,219;-138,605;0,1854;0,1675;57;50;0,881;
17.05.2020;00:15;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,59;0,209;-138,605;0,1731;0,1577;53;47;0,890;
17.05.2020;00:20;2344;4;0,40;20,77;0,051;-138,605;0,49;29,6;20,60;0,203;-138,605;0,1670;0,1522;50;45;0,891;
17.05.2020;00:25;2344;4;0,40;20,77;0,051;-138,605;0,50;29,5;20,58;0,218;-138,606;0,1854;0,1670;57;50;0,878;
17.05.2020;00:30;2344;4;0,40;20,77;0,051;-138,606;0,50;29,5;20,59;0,212;-138,606;0,1780;0,1616;55;49;0,886;
17.05.2020;00:35;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,52;0,280;-138,605;0,2480;0,2289;76;69;0,905;
17.05.2020;00:40;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,58;0,216;-138,605;0,1854;0,1645;57;49;0,862;
17.05.2020;00:45;2344;4;0,40;20,76;0,053;-138,605;0,50;29,5;20,60;0,199;-138,606;0,1633;0,1464;50;44;0,873;
17.05.2020;00:50;2344;4;0,40;20,77;0,052;-138,606;0,49;29,5;20,61;0,192;-138,606;0,1572;0,1405;48;42;0,870;
17.05.2020;00:55;2344;4;0,40;20,77;0,051;-138,606;0,50;29,5;20,61;0,193;-138,605;0,1608;0,1419;50;43;0,856;
17.05.2020;01:00;2344;4;0,40;20,77;0,051;-138,605;0,50;29,5;20,60;0,192;-138,605;0,1633;0,1414;51;42;0,837;
17.05.2020;01:05;2344;4;0,40;20,77;0,052;-138,606;0,49;29,5;20,59;0,205;-138,605;0,1731;0,1522;52;44;0,853;
17.05.2020;01:10;2344;4;0,40;20,77;0,051;-138,605;0,51;29,5;20,58;0,216;-138,605;0,1891;0,1650;59;50;0,845;
17.05.2020;01:15;2344;4;0,40;20,77;0,050;-138,605;0,50;29,6;20,50;0,295;-138,605;0,2701;0,2446;83;73;0,884;
17.05.2020;01:20;2344;4;0,40;20,77;0,051;-138,606;0,48;29,6;20,47;0,317;-138,605;0,2934;0,2657;87;77;0,884;
17.05.2020;01:25;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,55;0,237;-138,605;0,2124;0,1856;66;56;0,846;
17.05.2020;01:30;2344;4;0,40;20,77;0,051;-138,606;0,50;29,5;20,59;0,209;-138,605;0,1793;0,1572;56;47;0,849;
17.05.2020;01:35;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,60;0,195;-138,605;0,1633;0,1434;50;43;0,851;
17.05.2020;01:40;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,60;0,199;-138,605;0,1645;0,1473;50;44;0,872;
17.05.2020;01:45;2344;4;0,40;20,77;0,052;-138,606;0,50;29,5;20,60;0,200;-138,605;0,1645;0,1483;51;44;0,879;
17.05.2020;01:50;2344;4;0,40;20,77;0,052;-138,605;0,48;29,5;20,60;0,199;-138,605;0,1621;0,1468;48;43;0,884;
17.05.2020;01:55;2344;4;0,40;20,77;0,051;-138,605;0,50;29,5;20,60;0,197;-138,605;0,1633;0,1459;51;44;0,869;
17.05.2020;02:00;2344;4;0,40;20,77;0,051;-138,605;0,50;29,5;20,60;0,200;-138,605;0,1645;0,1483;51;45;0,879;
17.05.2020;02:05;2344;4;0,40;20,77;0,051;-138,606;0,50;29,5;20,55;0,251;-138,605;0,2222;0,1994;68;60;0,874;
17.05.2020;02:10;2344;4;0,40;20,77;0,052;-138,605;0,51;29,6;20,47;0,319;-138,606;0,2922;0,2662;91;81;0,890;
17.05.2020;02:15;2344;4;0,40;20,76;0,054;-138,606;0,50;29,7;20,50;0,289;-138,606;0,2640;0,2352;81;70;0,866;
17.05.2020;02:20;2344;4;0,40;20,76;0,053;-138,606;0,50;29,6;20,49;0,298;-138,605;0,2775;0,2451;86;73;0,857;
17.05.2020;02:25;2344;4;0,40;20,76;0,054;-138,605;0,50;29,6;20,53;0,263;-138,605;0,2370;0,2082;74;63;0,852;
17.05.2020;02:30;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,57;0,229;-138,605;0,1989;0,1758;62;53;0,858;
17.05.2020;02:35;2344;4;0,40;20,77;0,051;-138,605;0,48;29,6;20,58;0,222;-138,605;0,1878;0,1709;56;49;0,889;
17.05.2020;02:40;2344;4;0,40;20,77;0,052;-138,606;0,50;29,6;20,60;0,205;-138,605;0,1694;0,1532;52;46;0,882;
17.05.2020;02:45;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,60;0,202;-138,605;0,1645;0,1498;51;45;0,890;
17.05.2020;02:50;2344;4;0,40;20,76;0,053;-138,605;0,50;29,5;20,60;0,207;-138,605;0,1645;0,1537;50;46;0,919;
17.05.2020;02:55;2344;4;0,40;20,76;0,053;-138,605;0,49;29,5;20,60;0,203;-138,606;0,1657;0,1498;50;44;0,881;
17.05.2020;03:00;2344;4;0,40;20,76;0,053;-138,605;0,50;29,6;20,51;0,287;-138,606;0,2505;0,2338;76;70;0,917;
17.05.2020;03:05;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,56;0,243;-138,605;0,2087;0,1901;64;57;0,890;
17.05.2020;03:10;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,59;0,208;-138,606;0,1743;0,1557;54;47;0,869;
17.05.2020;03:15;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,60;0,200;-138,606;0,1621;0,1473;49;44;0,888;
17.05.2020;03:20;2344;4;0,40;20,77;0,052;-138,605;0,52;29,6;20,60;0,197;-138,605;0,1633;0,1449;52;45;0,862;
17.05.2020;03:25;2344;4;0,40;20,77;0,053;-138,605;0,51;29,5;20,61;0,194;-138,605;0,1572;0,1414;49;43;0,877;
17.05.2020;03:30;2344;4;0,40;20,77;0,052;-138,606;0,50;29,5;20,60;0,198;-138,605;0,1633;0,1454;50;44;0,865;
17.05.2020;03:35;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,61;0,195;-138,605;0,1584;0,1424;49;43;0,876;
17.05.2020;03:40;2344;4;0,40;20,77;0,053;-138,605;0,50;29,5;20,61;0,197;-138,605;0,1584;0,1444;49;43;0,891;
17.05.2020;03:45;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,61;0,192;-138,606;0,1547;0,1400;48;42;0,883;
17.05.2020;03:50;2344;4;0,40;20,76;0,056;-138,605;0,50;29,5;20,59;0,208;-138,605;0,1731;0,1522;53;46;0,853;
17.05.2020;03:55;2344;4;0,40;20,76;0,054;-138,605;0,50;29,5;20,52;0,281;-138,604;0,2431;0,2264;74;68;0,915;
17.05.2020;04:00;2344;4;0,40;20,76;0,055;-138,606;0,50;29,6;20,57;0,232;-138,606;0,1977;0,1768;61;53;0,870;
17.05.2020;04:05;2344;4;0,40;20,76;0,053;-138,605;0,50;29,5;20,59;0,211;-138,605;0,1743;0,1581;54;48;0,886;
17.05.2020;04:10;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,60;0,198;-138,605;0,1657;0,1459;52;44;0,853;
17.05.2020;04:15;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,61;0,187;-138,606;0,1547;0,1355;48;41;0,849;
17.05.2020;04:20;2344;4;0,40;20,77;0,052;-138,605;0,49;29,6;20,48;0,309;-138,605;0,2812;0,2573;84;76;0,895;
17.05.2020;04:25;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,48;0,315;-138,606;0,2897;0,2632;89;79;0,887;
17.05.2020;04:30;2344;4;0,40;20,77;0,053;-138,605;0,50;29,6;20,46;0,328;-138,605;0,3094;0,2755;96;83;0,866;
17.05.2020;04:35;2344;4;0,40;20,76;0,054;-138,605;0,50;29,7;20,43;0,351;-138,605;0,3278;0,2971;101;89;0,885;
17.05.2020;04:40;2344;4;0,40;20,77;0,053;-138,605;0,50;29,7;20,50;0,289;-138,605;0,2640;0,2357;81;71;0,869;
17.05.2020;04:45;2344;4;0,40;20,77;0,052;-138,605;0,50;29,7;20,50;0,294;-138,605;0,2689;0,2416;83;72;0,875;
17.05.2020;04:50;2344;4;0,40;20,77;0,052;-138,605;0,50;29,8;20,46;0,329;-138,605;0,3069;0,2770;95;83;0,880;
17.05.2020;04:55;2344;4;0,40;20,77;0,052;-138,605;0,50;29,7;20,56;0,235;-138,605;0,2050;0,1832;63;55;0,869;
17.05.2020;05:00;2344;4;0,40;20,77;0,052;-138,605;0,50;29,7;20,53;0,267;-138,605;0,2382;0,2146;73;64;0,878;
17.05.2020;05:05;2344;4;0,40;20,76;0,057;-138,606;0,51;29,6;20,57;0,230;-138,605;0,1940;0,1729;61;53;0,866;
17.05.2020;05:10;2344;4;0,40;20,76;0,055;-138,605;0,51;29,6;20,60;0,198;-138,606;0,1596;0,1434;50;44;0,875;
17.05.2020;05:15;2344;4;0,40;20,76;0,053;-138,605;0,51;29,6;20,62;0,187;-138,605;0,1486;0,1346;46;41;0,884;
17.05.2020;05:20;2344;4;0,40;20,77;0,052;-138,606;0,50;29,6;20,61;0,187;-138,605;0,1559;0,1346;49;41;0,833;
17.05.2020;05:25;2344;4;0,40;20,77;0,052;-138,606;0,50;29,5;20,61;0,191;-138,605;0,1572;0,1390;49;42;0,858;
17.05.2020;05:30;2344;4;0,40;20,77;0,053;-138,605;0,50;29,5;20,61;0,188;-138,605;0,1547;0,1355;48;41;0,849;
17.05.2020;05:35;2344;4;0,40;20,77;0,052;-138,605;0,50;29,5;20,61;0,185;-138,605;0,1522;0,1331;47;40;0,846;
17.05.2020;05:40;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,56;0,232;-138,605;0,2014;0,1802;62;54;0,871;
17.05.2020;05:45;2344;4;0,40;20,77;0,051;-138,605;0,50;29,6;20,50;0,284;-138,605;0,2615;0,2328;81;70;0,865;
17.05.2020;05:50;2344;4;0,40;20,77;0,052;-138,605;0,50;29,6;20,55;0,248;-138,604;0,2198;0,1964;68;59;0,870;
17.05.2020;05:55;2344;4;0,40;20,76;0,053;-138,606;0,49;29,6;20,57;0,219;-138,605;0,1903;0,1660;58;49;0,844;
17.05.2020;06:00;2344;4;0,40;20,77;0,053;-138,605;0,48;29,6;20,57;0,227;-138,606;0,1989;0,1739;60;51;0,846;
17.05.2020;06:05;2344;4;0,40;20,76;0,055;-138,605;0,51;29,6;20,59;0,207;-138,605;0,1694;0,1522;53;47;0,875;
17.05.2020;06:10;2344;4;0,40;20,76;0,054;-138,606;0,51;29,5;20,61;0,198;-138,605;0,1559;0,1439;48;44;0,905;
17.05.2020;06:15;2344;4;0,40;20,76;0,054;-138,605;0,50;29,6;20,60;0,209;-138,605;0,1670;0,1557;51;47;0,916;
17.05.2020;06:20;2344;4;0,40;20,76;0,053;-138,606;0,50;29,7;20,55;0,255;-138,605;0,2149;0,2014;65;60;0,922;
17.05.2020;06:25;2344;4;0,40;20,76;0,055;-138,605;0,50;29,8;20,54;0,264;-138,605;0,2259;0,2092;69;63;0,909;
17.05.2020;06:30;2344;4;0,40;20,76;0,055;-138,606;0,50;29,8;20,49;0,302;-138,606;0,2775;0,2470;86;74;0,865;
17.05.2020;06:35;2344;4;0,40;20,76;0,055;-138,606;0,50;29,9;20,52;0,272;-138,604;0,2406;0,2171;74;65;0,880;
17.05.2020;06:40;2344;4;0,40;20,76;0,054;-138,605;0,50;29,9;20,54;0,256;-138,605;0,2259;0,2019;70;61;0,869;
17.05.2020;06:45;2344;4;0,40;20,76;0,055;-138,605;0,50;29,9;20,55;0,240;-138,605;0,2099;0,1847;64;55;0,853;
17.05.2020;06:50;2344;4;0,40;20,76;0,055;-138,605;0,50;30,0;20,58;0,212;-138,605;0,1768;0,1567;55;47;0,860;
17.05.2020;06:55;2344;4;0,40;20,76;0,055;-138,605;0,50;29,9;20,56;0,234;-138,605;0,1977;0,1783;60;53;0,879;
17.05.2020;07:00;2344;4;0,40;20,76;0,057;-138,605;0,50;30,0;20,60;0,200;-138,605;0,1621;0,1429;50;43;0,855;
17.05.2020;07:05;2344;4;0,40;20,76;0,056;-138,606;0,50;29,9;20,62;0,183;-138,605;0,1436;0,1272;44;38;0,860;
17.05.2020;07:10;2344;4;0,40;20,76;0,056;-138,605;0,50;29,9;20,62;0,181;-138,605;0,1436;0,1247;44;37;0,839;
17.05.2020;07:15;2344;4;0,40;20,76;0,056;-138,605;0,49;30,0;20,62;0,183;-138,605;0,1449;0,1272;44;38;0,851;
17.05.2020;07:20;2344;4;0,40;20,76;0,056;-138,605;0,51;30,0;20,51;0,277;-138,605;0,2480;0,2215;77;67;0,869;
17.05.2020;07:25;2344;4;0,40;20,76;0,057;-138,605;0,50;30,0;20,60;0,190;-138,606;0,1559;0,1336;49;40;0,826;
17.05.2020;07:30;2344;4;0,40;20,76;0,057;-138,605;0,50;30,1;20,61;0,185;-138,605;0,1473;0,1282;46;38;0,841;
17.05.2020;07:35;2344;4;0,40;20,76;0,057;-138,605;0,50;30,1;20,61;0,185;-138,605;0,1461;0,1287;45;39;0,854;
17.05.2020;07:40;2344;4;0,40;20,76;0,057;-138,605;0,50;30,1;20,62;0,181;-138,605;0,1412;0,1243;43;37;0,853;
17.05.2020;07:45;2344;4;0,40;20,76;0,057;-138,605;0,50;30,1;20,62;0,186;-138,605;0,1449;0,1297;45;39;0,871;
17.05.2020;07:50;2344;4;0,40;20,76;0,057;-138,605;0,50;30,0;20,62;0,179;-138,605;0,1363;0,1218;42;37;0,870;
17.05.2020;07:55;2344;4;0,40;20,76;0,056;-138,606;0,50;29,8;20,63;0,177;-138,605;0,1338;0,1208;41;36;0,880;
17.05.2020;08:00;2344;4;0,40;20,76;0,056;-138,606;0,50;29,7;20,58;0,225;-138,605;0,1854;0,1689;57;51;0,891;
17.05.2020;08:05;2344;4;0,40;20,76;0,057;-138,606;0,50;29,7;20,53;0,273;-138,605;0,2320;0,2161;71;65;0,915;
17.05.2020;08:10;2344;4;0,40;20,76;0,056;-138,605;0,50;29,7;20,58;0,220;-138,605;0,1842;0,1640;56;49;0,866;
17.05.2020;08:15;2344;4;0,40;20,76;0,055;-138,606;0,51;29,7;20,53;0,274;-138,605;0,2320;0,2190;72;67;0,930;
17.05.2020;08:20;2344;4;0,40;20,76;0,060;-138,606;0,50;29,7;20,51;0,287;-138,606;0,2480;0,2274;76;69;0,897;
17.05.2020;08:25;2344;4;0,40;20,76;0,060;-138,605;0,50;29,8;20,50;0,293;-138,605;0,2578;0,2333;80;71;0,883;
17.05.2020;08:30;2344;4;0,40;20,76;0,060;-138,606;0,50;29,9;20,50;0,285;-138,606;0,2529;0,2254;78;68;0,867;
17.05.2020;08:35;2344;4;0,40;20,76;0,059;-138,606;0,50;29,9;20,52;0,276;-138,606;0,2419;0,2176;75;65;0,876;
17.05.2020;08:40;2344;4;0,40;20,76;0,057;-138,605;0,50;30,0;20,47;0,323;-138,606;0,2885;0,2662;88;80;0,904;
17.05.2020;08:45;2344;4;0,40;20,76;0,055;-138,606;0,50;30,0;20,57;0,228;-138,606;0,1891;0,1724;58;52;0,891;
17.05.2020;08:50;2344;4;0,40;20,76;0,054;-138,605;0,50;30,1;20,61;0,193;-138,605;0,1535;0,1385;47;41;0,880;
17.05.2020;08:55;2344;4;0,40;20,76;0,053;-138,605;0,50;30,1;20,62;0,182;-138,605;0,1449;0,1292;45;39;0,867;
17.05.2020;09:00;2344;4;0,40;20,77;0,052;-138,606;0,50;30,1;20,60;0,202;-138,606;0,1633;0,1498;50;45;0,898;
17.05.2020;09:05;2344;4;0,40;20,77;0,052;-138,606;0,50;30,2;20,62;0,191;-138,605;0,1498;0,1390;46;42;0,911;
17.05.2020;09:10;2344;4;0,40;20,77;0,052;-138,606;0,50;30,2;20,62;0,177;-138,605;0,1436;0,1252;45;38;0,843;
17.05.2020;09:15;2344;4;0,40;20,77;0,051;-138,606;0,50;30,0;20,63;0,178;-138,606;0,1412;0,1267;44;38;0,874;
17.05.2020;09:20;2344;4;0,40;20,77;0,050;-138,606;0,50;29,8;20,63;0,178;-138,605;0,1412;0,1272;44;39;0,878;
17.05.2020;09:25;2344;4;0,40;20,77;0,050;-138,605;0,50;29,8;20,63;0,179;-138,606;0,1424;0,1282;44;38;0,877;
17.05.2020;09:30;2344;4;0,40;20,77;0,050;-138,606;0,50;29,7;20,62;0,179;-138,606;0,1449;0,1292;44;38;0,867;
17.05.2020;09:35;2344;4;0,40;20,77;0,049;-138,606;0,51;29,7;20,57;0,230;-138,605;0,1989;0,1807;62;55;0,887;
17.05.2020;09:40;2344;4;0,40;20,77;0,049;-138,606;0,50;29,7;20,56;0,234;-138,605;0,2050;0,1852;63;55;0,881;
17.05.2020;09:45;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,56;0,234;-138,605;0,2050;0,1856;63;56;0,884;
17.05.2020;09:50;2344;4;0,40;20,77;0,048;-138,606;0,50;29,7;20,61;0,189;-138,605;0,1596;0,1410;49;42;0,857;
17.05.2020;09:55;2344;4;0,40;20,77;0,048;-138,606;0,50;29,8;20,63;0,176;-138,605;0,1436;0,1272;45;38;0,860;
17.05.2020;10:00;2344;4;0,40;20,77;0,049;-138,606;0,50;29,8;20,63;0,169;-138,606;0,1387;0,1203;43;36;0,838;
17.05.2020;10:05;2344;4;0,40;20,77;0,047;-138,606;0,50;29,8;20,63;0,174;-138,606;0,1461;0,1267;45;38;0,838;
17.05.2020;10:10;2344;4;0,40;20,77;0,046;-138,606;0,50;29,8;20,63;0,170;-138,606;0,1375;0,1233;42;37;0,873;
17.05.2020;10:15;2344;4;0,40;20,77;0,046;-138,606;0,50;29,9;20,64;0,163;-138,606;0,1351;0,1164;42;35;0,832;
17.05.2020;10:20;2344;4;0,40;20,77;0,046;-138,606;0,49;29,9;20,64;0,162;-138,606;0,1351;0,1154;41;34;0,823;
17.05.2020;10:25;2344;4;0,40;20,77;0,049;-138,606;0,50;30,0;20,64;0,162;-138,605;0,1289;0,1130;40;34;0,849;
17.05.2020;10:30;2344;4;0,40;20,77;0,047;-138,606;0,50;30,0;20,64;0,158;-138,606;0,1277;0,1115;40;33;0,845;
17.05.2020;10:35;2344;4;0,40;20,77;0,046;-138,606;0,50;30,1;20,52;0,269;-138,605;0,2517;0,2230;78;67;0,860;
17.05.2020;10:40;2344;4;0,40;20,77;0,046;-138,606;0,51;30,2;20,56;0,244;-138,606;0,2185;0,1979;68;60;0,884;
17.05.2020;10:45;2344;4;0,40;20,77;0,046;-138,606;0,50;30,3;20,57;0,220;-138,605;0,2001;0,1743;62;52;0,843;
17.05.2020;10:50;2344;4;0,40;20,77;0,046;-138,605;0,50;30,1;20,61;0,192;-138,606;0,1682;0,1459;52;44;0,838;
17.05.2020;10:55;2344;4;0,40;20,77;0,046;-138,606;0,49;29,9;20,62;0,182;-138,605;0,1547;0,1365;47;40;0,856;
17.05.2020;11:00;2344;4;0,40;20,77;0,045;-138,605;0,50;29,8;20,61;0,189;-138,605;0,1584;0,1439;49;43;0,887;
17.05.2020;11:05;2344;4;0,40;20,77;0,046;-138,606;0,50;29,7;20,52;0,282;-138,605;0,2554;0,2362;78;71;0,907;
17.05.2020;11:10;2344;4;0,40;20,77;0,046;-138,606;0,50;29,7;20,56;0,243;-138,606;0,2173;0,1969;67;59;0,885;
17.05.2020;11:15;2344;4;0,40;20,77;0,046;-138,606;0,52;29,7;20,60;0,202;-138,606;0,1731;0,1557;55;48;0,876;
17.05.2020;11:20;2344;4;0,40;20,77;0,046;-138,606;0,50;29,7;20,62;0,180;-138,606;0,1486;0,1341;46;40;0,880;
17.05.2020;11:25;2344;4;0,40;20,77;0,046;-138,606;0,50;29,8;20,62;0,178;-138,606;0,1486;0,1316;46;40;0,860;
17.05.2020;11:30;2344;4;0,40;20,77;0,045;-138,605;0,50;29,8;20,63;0,173;-138,605;0,1424;0,1282;44;38;0,877;
17.05.2020;11:35;2344;4;0,40;20,77;0,045;-138,605;0,50;29,8;20,63;0,170;-138,605;0,1400;0,1247;43;38;0,867;
17.05.2020;11:40;2344;4;0,40;20,77;0,046;-138,606;0,50;29,8;20,63;0,170;-138,606;0,1375;0,1233;43;37;0,873;
17.05.2020;11:45;2344;4;0,40;20,77;0,046;-138,605;0,50;29,9;20,64;0,165;-138,606;0,1363;0,1184;42;36;0,840;
17.05.2020;11:50;2344;4;0,40;20,77;0,045;-138,605;0,50;30,0;20,62;0,182;-138,606;0,1559;0,1365;48;41;0,848;
17.05.2020;11:55;2344;4;0,40;20,77;0,045;-138,606;0,51;30,0;20,59;0,208;-138,606;0,1842;0,1626;58;50;0,856;
17.05.2020;12:00;2344;4;0,40;20,77;0,045;-138,605;0,49;30,1;20,60;0,196;-138,605;0,1719;0,1508;53;45;0,850;
17.05.2020;12:05;2344;4;0,40;20,77;0,046;-138,605;0,50;30,1;20,63;0,171;-138,606;0,1436;0,1247;45;38;0,839;
17.05.2020;12:10;2344;4;0,40;20,77;0,045;-138,606;0,50;30,1;20,63;0,166;-138,606;0,1424;0,1208;44;36;0,816;
17.05.2020;12:15;2344;4;0,40;20,77;0,044;-138,605;0,50;30,1;20,64;0,156;-138,605;0,1314;0,1120;41;34;0,821;
17.05.2020;12:20;2344;4;0,40;20,77;0,045;-138,606;0,49;29,9;20,64;0,156;-138,606;0,1338;0,1110;42;33;0,794;
17.05.2020;12:25;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,62;0,171;-138,606;0,1498;0,1262;47;38;0,809;
17.05.2020;12:30;2344;4;0,40;20,77;0,047;-138,606;0,49;29,8;20,55;0,245;-138,606;0,2222;0,1979;67;58;0,866;
17.05.2020;12:35;2344;4;0,40;20,77;0,046;-138,606;0,50;29,8;20,52;0,266;-138,606;0,2492;0,2200;77;66;0,856;
17.05.2020;12:40;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,56;0,232;-138,605;0,2149;0,1866;67;56;0,840;
17.05.2020;12:45;2344;4;0,40;20,77;0,045;-138,605;0,50;29,8;20,54;0,242;-138,606;0,2357;0,1974;73;59;0,803;
17.05.2020;12:50;2344;4;0,40;20,77;0,044;-138,605;0,50;29,8;20,57;0,215;-138,606;0,2038;0,1709;64;51;0,805;
17.05.2020;12:55;2344;4;0,40;20,77;0,044;-138,605;0,51;29,8;20,59;0,205;-138,605;0,1891;0,1606;60;49;0,817;
17.05.2020;13:00;2344;4;0,40;20,77;0,044;-138,606;0,50;29,8;20,62;0,178;-138,605;0,1572;0,1331;49;40;0,814;
17.05.2020;13:05;2344;4;0,40;20,77;0,044;-138,606;0,50;29,8;20,63;0,166;-138,605;0,1449;0,1218;45;36;0,807;
17.05.2020;13:10;2344;4;0,40;20,77;0,045;-138,606;0,50;29,9;20,63;0,163;-138,606;0,1400;0,1184;44;36;0,813;
17.05.2020;13:15;2344;4;0,40;20,77;0,044;-138,606;0,50;30,0;20,64;0,158;-138,606;0,1338;0,1134;42;34;0,815;
17.05.2020;13:20;2344;4;0,40;20,77;0,044;-138,606;0,50;30,0;20,65;0,152;-138,606;0,1277;0,1076;40;32;0,809;
17.05.2020;13:25;2344;4;0,40;20,77;0,046;-138,605;0,50;30,0;20,64;0,157;-138,605;0,1375;0,1110;44;33;0,768;
17.05.2020;13:30;2344;4;0,40;20,77;0,046;-138,606;0,50;30,1;20,64;0,155;-138,605;0,1326;0,1090;42;33;0,786;
17.05.2020;13:35;2344;4;0,40;20,77;0,046;-138,605;0,50;30,1;20,64;0,154;-138,605;0,1314;0,1080;41;32;0,786;
17.05.2020;13:40;2344;4;0,40;20,77;0,045;-138,606;0,50;30,0;20,64;0,151;-138,605;0,1301;0,1056;41;32;0,773;
17.05.2020;13:45;2344;4;0,40;20,77;0,046;-138,606;0,50;29,8;20,64;0,151;-138,606;0,1277;0,1046;40;31;0,782;
17.05.2020;13:50;2344;4;0,40;20,77;0,045;-138,605;0,50;29,8;20,56;0,229;-138,605;0,2136;0,1842;66;55;0,832;
17.05.2020;13:55;2344;4;0,40;20,77;0,044;-138,605;0,50;29,8;20,48;0,300;-138,606;0,2947;0,2559;91;77;0,839;
17.05.2020;14:00;2344;4;0,40;20,77;0,044;-138,605;0,49;29,7;20,59;0,206;-138,605;0,1891;0,1611;58;48;0,820;
17.05.2020;14:05;2344;4;0,40;20,77;0,044;-138,606;0,50;29,7;20,62;0,171;-138,605;0,1535;0,1267;48;38;0,790;
17.05.2020;14:10;2344;4;0,40;20,77;0,045;-138,606;0,50;29,7;20,63;0,171;-138,605;0,1486;0,1257;46;38;0,814;
17.05.2020;14:15;2344;4;0,40;20,77;0,045;-138,606;0,51;29,7;20,63;0,167;-138,605;0,1400;0,1218;44;37;0,842;
17.05.2020;14:20;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,63;0,170;-138,606;0,1473;0,1252;46;38;0,818;
17.05.2020;14:25;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,56;0,238;-138,606;0,2124;0,1930;65;58;0,887;
17.05.2020;14:30;2344;4;0,40;20,77;0,044;-138,605;0,50;29,8;20,48;0,305;-138,606;0,2897;0,2608;89;78;0,877;
17.05.2020;14:35;2344;4;0,40;20,77;0,044;-138,605;0,50;30,0;20,60;0,197;-138,605;0,1756;0,1522;55;46;0,838;
17.05.2020;14:40;2344;4;0,40;20,77;0,044;-138,606;0,50;30,0;20,60;0,200;-138,606;0,1793;0,1552;55;46;0,836;
17.05.2020;14:45;2344;4;0,40;20,77;0,045;-138,606;0,50;30,1;20,58;0,203;-138,606;0,1891;0,1577;59;47;0,799;
17.05.2020;14:50;2344;4;0,40;20,77;0,045;-138,606;0,49;30,1;20,62;0,182;-138,606;0,1572;0,1370;48;41;0,844;
17.05.2020;14:55;2344;4;0,40;20,77;0,046;-138,605;0,50;30,2;20,61;0,183;-138,605;0,1608;0,1365;50;41;0,817;
17.05.2020;15:00;2344;4;0,40;20,77;0,046;-138,606;0,50;30,1;20,62;0,173;-138,605;0,1473;0,1272;46;38;0,834;
17.05.2020;15:05;2344;4;0,40;20,77;0,046;-138,605;0,51;30,2;20,62;0,177;-138,606;0,1498;0,1306;48;40;0,844;
17.05.2020;15:10;2344;4;0,40;20,77;0,045;-138,606;0,50;29,9;20,63;0,172;-138,606;0,1387;0,1267;42;38;0,893;
17.05.2020;15:15;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,63;0,175;-138,605;0,1449;0,1292;45;39;0,867;
17.05.2020;15:20;2344;4;0,40;20,77;0,045;-138,605;0,49;29,8;20,60;0,198;-138,606;0,1731;0,1527;52;45;0,856;
17.05.2020;15:25;2344;4;0,40;20,77;0,045;-138,606;0,50;29,8;20,53;0,263;-138,606;0,2394;0,2176;74;65;0,888;
17.05.2020;15:30;2344;4;0,40;20,77;0,045;-138,606;0,50;29,7;20,55;0,242;-138,606;0,2222;0,1974;69;59;0,863;
