211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
03.11.2021;22:45;6825;3;0,55;20,76;0,046;-138,594;0,69;20,54;0,251;92;85;0,928
03.11.2021;22:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,53;0,259;96;90;0,937
03.11.2021;22:57;6825;3;0,55;20,76;0,046;-138,594;0,71;20,53;0,263;98;92;0,939
03.11.2021;23:03;6825;3;0,55;20,76;0,046;-138,594;0,7;20,54;0,258;94;88;0,938
03.11.2021;23:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,53;0,259;96;90;0,933
03.11.2021;23:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,54;0,25;92;85;0,929
03.11.2021;23:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;89;83;0,928
03.11.2021;23:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;89;83;0,931
03.11.2021;23:33;6825;3;0,55;20,76;0,046;-138,593;0,7;20,55;0,24;87;81;0,936
03.11.2021;23:39;6825;3;0,55;20,76;0,046;-138,594;0,69;20,55;0,241;87;81;0,935
03.11.2021;23:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,239;87;81;0,941
03.11.2021;23:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,237;85;80;0,94
03.11.2021;23:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,239;86;81;0,944
04.11.2021;00:03;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;88;83;0,945
04.11.2021;00:09;6825;3;0,55;20,76;0,046;-138,594;0,68;20,55;0,243;85;81;0,948
04.11.2021;00:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;88;83;0,942
04.11.2021;00:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,54;0,251;91;86;0,946
04.11.2021;00:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,54;0,253;93;87;0,937
04.11.2021;00:33;6825;3;0,55;20,76;0,046;-138,593;0,7;20,54;0,254;93;87;0,938
04.11.2021;00:39;6825;3;0,55;20,76;0,046;-138,594;0,69;20,55;0,249;89;84;0,944
04.11.2021;00:45;6825;3;0,55;20,76;0,046;-138,594;0,71;20,55;0,241;88;83;0,939
04.11.2021;00:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,242;87;82;0,938
04.11.2021;00:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,55;0,245;90;84;0,935
04.11.2021;01:03;6825;3;0,55;20,76;0,046;-138,594;0,71;20,56;0,237;88;82;0,922
04.11.2021;01:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,238;86;80;0,935
04.11.2021;01:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,232;83;78;0,936
04.11.2021;01:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,231;82;77;0,94
04.11.2021;01:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,227;81;75;0,934
04.11.2021;01:33;6825;3;0,55;20,76;0,046;-138,594;0,71;20,57;0,22;79;74;0,927
04.11.2021;01:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,209;74;69;0,928
04.11.2021;01:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,21;73;68;0,931
04.11.2021;01:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,212;76;70;0,924
04.11.2021;01:57;6825;3;0,55;20,76;0,046;-138,593;0,7;20,58;0,215;77;71;0,929
04.11.2021;02:03;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,219;77;72;0,936
04.11.2021;02:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,223;80;74;0,935
04.11.2021;02:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,222;79;74;0,94
04.11.2021;02:21;6825;3;0,55;20,76;0,047;-138,594;0,7;20,57;0,228;82;76;0,93
04.11.2021;02:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,229;83;77;0,92
04.11.2021;02:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,56;0,23;83;77;0,924
04.11.2021;02:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,56;0,229;83;76;0,914
04.11.2021;02:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,57;0,223;82;74;0,909
04.11.2021;02:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,57;0,223;80;73;0,913
04.11.2021;02:57;6825;3;0,55;20,76;0,047;-138,594;0,7;20,57;0,222;81;74;0,91
04.11.2021;03:03;6825;3;0,55;20,76;0,046;-138,594;0,71;20,57;0,22;81;74;0,92
04.11.2021;03:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,58;0,213;76;70;0,92
04.11.2021;03:15;6825;3;0,55;20,76;0,047;-138,593;0,71;20,59;0,202;72;66;0,913
04.11.2021;03:21;6825;3;0,55;20,76;0,046;-138,593;0,7;20,58;0,206;74;67;0,912
04.11.2021;03:27;6825;3;0,55;20,76;0,046;-138,593;0,7;20,58;0,212;76;70;0,913
04.11.2021;03:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,58;0,208;74;67;0,906
04.11.2021;03:39;6825;3;0,55;20,76;0,047;-138,594;0,69;20,58;0,208;74;67;0,906
04.11.2021;03:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,203;73;66;0,907
04.11.2021;03:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,203;72;65;0,903
04.11.2021;03:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,198;70;64;0,921
04.11.2021;04:03;6825;3;0,55;20,76;0,046;-138,594;0,69;20,6;0,194;68;62;0,904
04.11.2021;04:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,203;73;66;0,91
04.11.2021;04:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,225;81;75;0,917
04.11.2021;04:21;6825;3;0,55;20,76;0,046;-138,594;0,72;20,57;0,217;80;74;0,915
04.11.2021;04:27;6825;3;0,55;20,76;0,046;-138,593;0,7;20,56;0,227;82;76;0,926
04.11.2021;04:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,224;81;75;0,926
04.11.2021;04:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,56;0,231;84;78;0,925
04.11.2021;04:45;6825;3;0,55;20,76;0,046;-138,594;0,69;20,56;0,23;83;77;0,922
04.11.2021;04:51;6825;3;0,55;20,76;0,046;-138,594;0,71;20,57;0,222;82;76;0,916
04.11.2021;04:57;6825;3;0,55;20,76;0,045;-138,594;0,69;20,56;0,231;84;77;0,914
04.11.2021;05:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,56;0,23;85;77;0,911
04.11.2021;05:09;6825;3;0,55;20,76;0,045;-138,593;0,7;20,56;0,225;84;76;0,906
04.11.2021;05:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,223;82;75;0,912
04.11.2021;05:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,57;0,223;82;74;0,908
04.11.2021;05:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,212;78;70;0,893
04.11.2021;05:33;6825;3;0,55;20,76;0,046;-138,594;0,69;20,58;0,207;75;67;0,89
04.11.2021;05:39;6825;3;0,55;20,76;0,045;-138,594;0,71;20,57;0,212;79;71;0,892
04.11.2021;05:45;6825;3;0,55;20,76;0,045;-138,593;0,69;20,58;0,213;77;70;0,91
04.11.2021;05:51;6825;3;0,55;20,76;0,045;-138,594;0,71;20,57;0,217;81;73;0,906
04.11.2021;05:57;6825;3;0,55;20,76;0,045;-138,594;0,69;20,57;0,216;78;71;0,911
04.11.2021;06:03;6825;3;0,55;20,76;0,045;-138,594;0,71;20,59;0,204;74;68;0,908
04.11.2021;06:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,204;73;66;0,905
04.11.2021;06:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,204;74;67;0,908
04.11.2021;06:21;6825;3;0,55;20,76;0,045;-138,594;0,71;20,59;0,201;74;67;0,9
04.11.2021;06:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,199;72;65;0,897
04.11.2021;06:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,195;70;63;0,898
04.11.2021;06:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,196;71;64;0,9
04.11.2021;06:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,201;72;65;0,904
04.11.2021;06:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,204;74;67;0,905
04.11.2021;06:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,208;75;68;0,905
04.11.2021;07:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,206;74;67;0,907
04.11.2021;07:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,212;77;71;0,915
04.11.2021;07:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,21;76;69;0,91
04.11.2021;07:21;6825;3;0,55;20,76;0,045;-138,594;0,69;20,59;0,201;72;65;0,903
04.11.2021;07:27;6825;3;0,55;20,76;0,044;-138,594;0,71;20,59;0,197;71;64;0,908
04.11.2021;07:33;6825;3;0,55;20,76;0,044;-138,594;0,7;20,59;0,197;71;64;0,903
04.11.2021;07:39;6825;3;0,55;20,76;0,044;-138,594;0,7;20,59;0,196;70;64;0,904
04.11.2021;07:45;6825;3;0,55;20,76;0,044;-138,594;0,7;20,59;0,205;74;68;0,907
04.11.2021;07:51;6825;3;0,55;20,76;0,044;-138,594;0,7;20,58;0,209;76;69;0,911
04.11.2021;07:57;6825;3;0,55;20,76;0,044;-138,594;0,7;20,58;0,21;76;69;0,913
04.11.2021;08:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,21;76;69;0,913
04.11.2021;08:09;6825;3;0,55;20,76;0,044;-138,594;0,7;20,58;0,211;76;69;0,92
04.11.2021;08:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,208;74;69;0,924
04.11.2021;08:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,211;76;70;0,92
04.11.2021;08:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,212;77;70;0,915
04.11.2021;08:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,209;75;69;0,912
04.11.2021;08:39;6825;3;0,55;20,76;0,045;-138,594;0,69;20,58;0,208;73;67;0,921
04.11.2021;08:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,203;72;66;0,91
04.11.2021;08:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,205;73;67;0,916
04.11.2021;08:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,203;72;66;0,919
04.11.2021;09:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,203;72;67;0,922
04.11.2021;09:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,194;69;63;0,903
04.11.2021;09:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,203;72;66;0,914
04.11.2021;09:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,203;72;66;0,917
04.11.2021;09:27;6825;3;0,55;20,76;0,045;-138,594;0,69;20,59;0,205;74;67;0,907
04.11.2021;09:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,193;69;62;0,895
04.11.2021;09:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,192;69;62;0,896
04.11.2021;09:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,195;70;63;0,902
04.11.2021;09:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,195;71;63;0,898
04.11.2021;09:57;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,187;68;61;0,898
04.11.2021;10:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,199;72;64;0,894
04.11.2021;10:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,204;74;67;0,9
04.11.2021;10:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,58;0,206;75;68;0,906
04.11.2021;10:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,204;73;66;0,905
04.11.2021;10:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,59;0,198;71;64;0,903
04.11.2021;10:33;6825;3;0,55;20,76;0,045;-138,594;0,69;20,59;0,199;71;64;0,902
04.11.2021;10:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,193;69;62;0,892
04.11.2021;10:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,192;69;62;0,893
04.11.2021;10:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,189;67;60;0,896
04.11.2021;10:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,193;70;62;0,892
04.11.2021;11:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,189;68;60;0,892
04.11.2021;11:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,182;65;58;0,886
04.11.2021;11:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,18;64;56;0,875
04.11.2021;11:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,188;68;60;0,888
04.11.2021;11:27;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,186;68;60;0,886
04.11.2021;11:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,188;68;60;0,888
04.11.2021;11:39;6825;3;0,55;20,76;0,045;-138,594;0,71;20,59;0,197;72;65;0,899
04.11.2021;11:45;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,192;70;62;0,896
04.11.2021;11:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,19;68;61;0,907
04.11.2021;11:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,186;65;59;0,912
04.11.2021;12:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,187;66;60;0,907
04.11.2021;12:09;6825;3;0,55;20,76;0,044;-138,594;0,7;20,61;0,185;65;59;0,904
04.11.2021;12:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,185;65;59;0,9
04.11.2021;12:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,183;64;58;0,907
04.11.2021;12:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,186;65;59;0,908
04.11.2021;12:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,183;64;58;0,907
04.11.2021;12:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,183;65;58;0,889
04.11.2021;12:45;6825;3;0,55;20,76;0,045;-138,594;0,69;20,61;0,186;65;59;0,899
04.11.2021;12:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,184;65;59;0,896
04.11.2021;12:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,195;69;63;0,915
04.11.2021;13:03;6825;3;0,55;20,76;0,045;-138,595;0,7;20,6;0,196;69;63;0,919
04.11.2021;13:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,188;66;60;0,915
04.11.2021;13:15;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,192;68;62;0,915
04.11.2021;13:21;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,189;67;61;0,913
04.11.2021;13:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,187;65;59;0,916
04.11.2021;13:33;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,184;64;58;0,902
04.11.2021;13:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,186;66;59;0,899
04.11.2021;13:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,187;65;59;0,912
04.11.2021;13:51;6825;3;0,55;20,76;0,045;-138,595;0,7;20,61;0,185;65;59;0,905
04.11.2021;13:57;6825;3;0,55;20,76;0,045;-138,594;0,71;20,61;0,181;63;57;0,911
04.11.2021;14:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,189;65;60;0,923
04.11.2021;14:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,191;68;61;0,902
04.11.2021;14:15;6825;3;0,55;20,76;0,045;-138,594;0,69;20,59;0,201;70;65;0,925
04.11.2021;14:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,195;68;63;0,924
04.11.2021;14:27;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,191;67;61;0,916
04.11.2021;14:33;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,191;67;62;0,92
04.11.2021;14:39;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,192;66;62;0,942
04.11.2021;14:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,186;64;59;0,927
04.11.2021;14:51;6825;3;0,55;20,76;0,045;-138,595;0,69;20,61;0,189;65;60;0,923
04.11.2021;14:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,187;65;60;0,916
04.11.2021;15:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,188;65;60;0,92
04.11.2021;15:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,181;63;57;0,905
04.11.2021;15:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,187;65;59;0,916
04.11.2021;15:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,188;65;60;0,92
04.11.2021;15:27;6825;3;0,55;20,76;0,045;-138,594;0,71;20,6;0,191;67;62;0,916
04.11.2021;15:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,185;65;59;0,902
04.11.2021;15:39;6825;3;0,55;20,76;0,046;-138,594;0,72;20,61;0,182;64;58;0,915
04.11.2021;15:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,183;63;58;0,912
04.11.2021;15:51;6825;3;0,55;20,76;0,045;-138,595;0,7;20,61;0,185;65;58;0,9
04.11.2021;15:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,18;63;56;0,893
04.11.2021;16:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,182;64;58;0,904
04.11.2021;16:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,181;63;57;0,901
04.11.2021;16:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,182;64;58;0,899
04.11.2021;16:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,182;64;58;0,904
04.11.2021;16:27;6825;3;0,55;20,76;0,045;-138,595;0,7;20,61;0,177;62;56;0,891
04.11.2021;16:33;6825;3;0,55;20,76;0,045;-138,594;0,71;20,61;0,183;65;58;0,903
04.11.2021;16:39;6825;3;0,55;20,76;0,045;-138,594;0,69;20,6;0,192;67;61;0,915
04.11.2021;16:45;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,189;67;61;0,905
04.11.2021;16:51;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,189;67;60;0,908
04.11.2021;16:57;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,19;67;60;0,903
04.11.2021;17:03;6825;3;0,55;20,76;0,045;-138,594;0,7;20,61;0,186;66;59;0,899
04.11.2021;17:09;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,187;68;59;0,872
04.11.2021;17:15;6825;3;0,55;20,76;0,045;-138,594;0,7;20,6;0,186;66;59;0,89
04.11.2021;17:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,189;67;60;0,897
04.11.2021;17:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,192;70;61;0,877
04.11.2021;17:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,196;71;63;0,885
04.11.2021;17:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,19;70;61;0,874
04.11.2021;17:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,193;70;62;0,884
04.11.2021;17:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,58;0,204;76;66;0,878
04.11.2021;17:57;6825;3;0,55;20,76;0,046;-138,594;0,69;20,59;0,199;72;63;0,879
04.11.2021;18:03;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,199;72;65;0,898
04.11.2021;18:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,193;70;62;0,888
04.11.2021;18:15;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,199;73;64;0,879
04.11.2021;18:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,197;72;63;0,877
04.11.2021;18:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,19;68;60;0,892
04.11.2021;18:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,184;66;58;0,881
04.11.2021;18:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,183;65;58;0,89
04.11.2021;18:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,185;66;58;0,888
04.11.2021;18:51;6825;3;0,55;20,76;0,046;-138,594;0,71;20,61;0,186;66;59;0,896
04.11.2021;18:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,184;65;58;0,885
04.11.2021;19:03;6825;3;0,55;20,76;0,046;-138,594;0,71;20,61;0,181;64;57;0,884
04.11.2021;19:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,178;62;55;0,883
04.11.2021;19:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,178;63;55;0,883
04.11.2021;19:21;6825;3;0,55;20,76;0,046;-138,594;0,71;20,61;0,18;64;57;0,885
04.11.2021;19:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,185;65;58;0,902
04.11.2021;19:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,182;64;57;0,887
04.11.2021;19:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,182;64;57;0,883
04.11.2021;19:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,18;64;56;0,881
04.11.2021;19:51;6825;3;0,55;20,76;0,046;-138,594;0,7;20,61;0,185;65;58;0,898
04.11.2021;19:57;6825;3;0,55;20,76;0,046;-138,594;0,69;20,6;0,19;67;60;0,896
04.11.2021;20:03;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,188;67;59;0,886
04.11.2021;20:09;6825;3;0,55;20,76;0,046;-138,594;0,71;20,6;0,192;70;62;0,885
04.11.2021;20:15;6825;3;0,55;20,76;0,046;-138,594;0,69;20,6;0,192;69;60;0,873
04.11.2021;20:21;6825;3;0,55;20,76;0,046;-138,594;0,7;20,59;0,194;70;62;0,883
04.11.2021;20:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,191;69;61;0,891
04.11.2021;20:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,187;67;59;0,878
04.11.2021;20:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,187;68;59;0,87
04.11.2021;20:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,189;69;60;0,864
04.11.2021;20:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,185;68;58;0,855
04.11.2021;20:57;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,185;67;58;0,863
04.11.2021;21:03;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,186;68;58;0,862
04.11.2021;21:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,179;64;56;0,864
04.11.2021;21:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,188;69;59;0,861
04.11.2021;21:21;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,185;68;58;0,863
04.11.2021;21:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,6;0,183;67;58;0,86
04.11.2021;21:33;6825;3;0,55;20,76;0,047;-138,594;0,71;20,61;0,18;67;57;0,846
04.11.2021;21:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,181;65;56;0,859
04.11.2021;21:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,182;66;57;0,853
04.11.2021;21:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,187;68;59;0,862
04.11.2021;21:57;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,183;66;57;0,861
04.11.2021;22:03;6825;3;0,55;20,76;0,047;-138,594;0,71;20,61;0,183;67;58;0,869
04.11.2021;22:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,181;65;56;0,863
04.11.2021;22:15;6825;3;0,55;20,76;0,048;-138,595;0,7;20,59;0,192;71;61;0,858
04.11.2021;22:21;6825;3;0,55;20,76;0,048;-138,595;0,7;20,59;0,192;71;61;0,855
04.11.2021;22:27;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,187;68;58;0,866
04.11.2021;22:33;6825;3;0,55;20,76;0,047;-138,594;0,71;20,6;0,187;69;60;0,862
04.11.2021;22:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,187;68;59;0,866
04.11.2021;22:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,6;0,184;67;57;0,86
04.11.2021;22:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,182;66;57;0,862
04.11.2021;22:57;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,179;65;55;0,848
04.11.2021;23:03;6825;3;0,55;20,76;0,047;-138,594;0,69;20,61;0,175;62;53;0,85
04.11.2021;23:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,177;64;55;0,853
04.11.2021;23:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,61;0,173;62;53;0,852
04.11.2021;23:21;6825;3;0,55;20,76;0,047;-138,594;0,7;20,62;0,166;59;50;0,853
04.11.2021;23:27;6825;3;0,55;20,76;0,047;-138,594;0,7;20,62;0,169;59;51;0,856
04.11.2021;23:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,62;0,172;61;53;0,857
04.11.2021;23:39;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,171;60;51;0,859
04.11.2021;23:45;6825;3;0,55;20,76;0,048;-138,594;0,71;20,61;0,175;63;54;0,856
04.11.2021;23:51;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,172;60;52;0,868
04.11.2021;23:57;6825;3;0,55;20,76;0,048;-138,595;0,7;20,6;0,184;66;57;0,861
05.11.2021;00:03;6825;3;0,55;20,76;0,048;-138,595;0,7;20,61;0,179;64;55;0,852
05.11.2021;00:09;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,171;61;52;0,845
05.11.2021;00:15;6825;3;0,55;20,76;0,048;-138,595;0,71;20,61;0,174;63;53;0,848
