211103_TV2_Grp16_PHFD0,00+CD_SPF;;TX001;TX002;TX003;;;;;;;;;
;TSE LabMaster V6.3.3 (2017-3514);;;;;;;;;;;;
Box;Animal No.;Weight [g];Diet;Strain;Text3;;;;;;;;
2;6823;39,2;HFD 0,05;Text2-2;Text3-2;;;;;;;;
3;6825;30,4;HFD 0,05;Text2-3;Text3-3;;;;;;;;
4;6827;29,2;CD;Text2-4;Text3-4;;;;;;;;
5;6828;30,1;CD;Text2-5;Text3-5;;;;;;;;
6;6829;30,1;CD;Text2-6;Text3-6;;;;;;;;
;;;;;;;;;;;;;
Date;Time;Animal No.;Box;S.Flow;Ref.O2;Ref.CO2;Ref.TD;Flow;O2;CO2;VO2(3);VCO2(3);RER
;;;;[l/min];[%];[%];[°C];[l/min];[%];[%];[ml/h];[ml/h];
05.11.2021;00:21;6825;3;0,55;20,76;0,048;-138,594;0,7;20,61;0,18;64;55;0,864
05.11.2021;00:27;6825;3;0,55;20,76;0,048;-138,594;0,7;20,61;0,179;64;55;0,849
05.11.2021;00:33;6825;3;0,55;20,76;0,048;-138,594;0,7;20,61;0,173;62;52;0,844
05.11.2021;00:39;6825;3;0,55;20,76;0,048;-138,594;0,71;20,62;0,169;61;51;0,829
05.11.2021;00:45;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,169;61;51;0,837
05.11.2021;00:51;6825;3;0,55;20,76;0,048;-138,594;0,71;20,62;0,162;58;48;0,824
05.11.2021;00:57;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,163;58;48;0,824
05.11.2021;01:03;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,163;59;48;0,819
05.11.2021;01:09;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,168;61;50;0,821
05.11.2021;01:15;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,166;60;49;0,826
05.11.2021;01:21;6825;3;0,55;20,76;0,048;-138,594;0,71;20,62;0,17;63;52;0,828
05.11.2021;01:27;6825;3;0,55;20,76;0,048;-138,594;0,7;20,61;0,173;62;53;0,844
05.11.2021;01:33;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,165;58;49;0,845
05.11.2021;01:39;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,167;59;50;0,844
05.11.2021;01:45;6825;3;0,55;20,76;0,048;-138,594;0,7;20,62;0,162;58;48;0,824
05.11.2021;01:51;6825;3;0,55;20,76;0,048;-138,594;0,7;20,63;0,161;58;47;0,82
05.11.2021;01:57;6825;3;0,55;20,76;0,048;-138,594;0,7;20,63;0,159;56;47;0,831
05.11.2021;02:03;6825;3;0,55;20,76;0,047;-138,594;0,69;20,63;0,154;53;44;0,834
05.11.2021;02:09;6825;3;0,55;20,76;0,047;-138,594;0,71;20,63;0,153;55;45;0,82
05.11.2021;02:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,159;56;47;0,835
05.11.2021;02:21;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,159;57;47;0,83
05.11.2021;02:27;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,153;53;44;0,84
05.11.2021;02:33;6825;3;0,55;20,76;0,047;-138,594;0,69;20,63;0,161;56;47;0,848
05.11.2021;02:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,161;56;48;0,858
05.11.2021;02:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,16;56;47;0,844
05.11.2021;02:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,16;56;47;0,844
05.11.2021;02:57;6825;3;0,55;20,76;0,047;-138,594;0,71;20,63;0,16;57;48;0,844
05.11.2021;03:03;6825;3;0,55;20,76;0,048;-138,594;0,7;20,63;0,156;54;45;0,848
05.11.2021;03:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,15;52;43;0,827
05.11.2021;03:15;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,152;52;44;0,836
05.11.2021;03:21;6825;3;0,55;20,76;0,047;-138,594;0,69;20,63;0,155;53;45;0,838
05.11.2021;03:27;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,153;53;45;0,845
05.11.2021;03:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,152;52;44;0,841
05.11.2021;03:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,15;51;43;0,842
05.11.2021;03:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,153;53;45;0,845
05.11.2021;03:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,153;53;44;0,835
05.11.2021;03:57;6825;3;0,55;20,76;0,047;-138,594;0,71;20,64;0,153;52;45;0,856
05.11.2021;04:03;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,15;52;43;0,832
05.11.2021;04:09;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,155;53;45;0,864
05.11.2021;04:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,154;53;45;0,848
05.11.2021;04:21;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,156;54;46;0,848
05.11.2021;04:27;6825;3;0,55;20,76;0,047;-138,594;0,71;20,64;0,153;53;45;0,845
05.11.2021;04:33;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,152;51;44;0,846
05.11.2021;04:39;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,154;53;45;0,854
05.11.2021;04:45;6825;3;0,55;20,76;0,047;-138,594;0,7;20,64;0,153;52;44;0,855
05.11.2021;04:51;6825;3;0,55;20,76;0,047;-138,594;0,7;20,63;0,158;54;46;0,866
05.11.2021;04:57;6825;3;0,55;20,76;0,047;-138,594;0,71;20,63;0,162;56;49;0,872
05.11.2021;05:03;6825;3;0,55;20,76;0,048;-138,594;0,7;20,63;0,157;54;46;0,852
05.11.2021;05:09;6825;3;0,55;20,76;0,048;-138,594;0,69;20,64;0,154;52;44;0,855
05.11.2021;05:15;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,152;51;44;0,852
05.11.2021;05:21;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,149;49;42;0,855
05.11.2021;05:27;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,146;48;41;0,858
05.11.2021;05:33;6825;3;0,55;20,76;0,048;-138,594;0,7;20,65;0,145;47;41;0,86
05.11.2021;05:39;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,143;48;40;0,833
05.11.2021;05:45;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,144;48;40;0,827
05.11.2021;05:51;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,143;48;40;0,833
05.11.2021;05:57;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,138;46;37;0,82
05.11.2021;06:03;6825;3;0,55;20,76;0,049;-138,594;0,69;20,65;0,143;47;39;0,839
05.11.2021;06:09;6825;3;0,55;20,76;0,049;-138,594;0,7;20,64;0,147;49;41;0,841
05.11.2021;06:15;6825;3;0,55;20,76;0,049;-138,594;0,7;20,64;0,153;51;44;0,852
05.11.2021;06:21;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,146;48;41;0,853
05.11.2021;06:27;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,146;49;41;0,831
05.11.2021;06:33;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,149;50;42;0,85
05.11.2021;06:39;6825;3;0,55;20,76;0,048;-138,594;0,7;20,65;0,144;48;40;0,832
05.11.2021;06:45;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,145;49;41;0,831
05.11.2021;06:51;6825;3;0,55;20,76;0,048;-138,594;0,7;20,64;0,145;48;40;0,843
05.11.2021;06:57;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,141;47;39;0,823
05.11.2021;07:03;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,14;47;39;0,818
05.11.2021;07:09;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,139;46;38;0,825
05.11.2021;07:15;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,139;46;38;0,814
05.11.2021;07:21;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,133;44;35;0,805
05.11.2021;07:27;6825;3;0,55;20,76;0,049;-138,594;0,71;20,65;0,134;45;36;0,799
05.11.2021;07:33;6825;3;0,55;20,76;0,049;-138,594;0,69;20,65;0,134;44;35;0,805
05.11.2021;07:39;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,141;47;39;0,823
05.11.2021;07:45;6825;3;0,55;20,76;0,049;-138,594;0,69;20,65;0,14;46;38;0,819
05.11.2021;07:51;6825;3;0,55;20,75;0,049;-138,594;0,71;20,65;0,138;46;38;0,814
05.11.2021;07:57;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,139;47;38;0,808
05.11.2021;08:03;6825;3;0,55;20,75;0,049;-138,594;0,71;20,65;0,142;48;40;0,829
05.11.2021;08:09;6825;3;0,55;20,75;0,05;-138,594;0,7;20,65;0,14;46;38;0,819
05.11.2021;08:15;6825;3;0,55;20,75;0,05;-138,594;0,7;20,65;0,138;46;37;0,809
05.11.2021;08:21;6825;3;0,55;20,75;0,049;-138,594;0,69;20,65;0,135;44;36;0,81
05.11.2021;08:27;6825;3;0,55;20,75;0,049;-138,594;0,7;20,66;0,131;42;34;0,807
05.11.2021;08:33;6825;3;0,55;20,75;0,049;-138,594;0,7;20,65;0,133;43;35;0,811
05.11.2021;08:39;6825;3;0,55;20,76;0,049;-138,594;0,7;20,66;0,13;43;34;0,789
05.11.2021;08:45;6825;3;0,55;20,76;0,049;-138,594;0,71;20,66;0,129;43;34;0,789
05.11.2021;08:51;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,132;44;35;0,794
05.11.2021;08:57;6825;3;0,55;20,76;0,049;-138,594;0,7;20,66;0,133;43;35;0,811
05.11.2021;09:03;6825;3;0,55;20,76;0,048;-138,595;0,7;20,66;0,13;43;34;0,795
05.11.2021;09:09;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,132;45;35;0,777
05.11.2021;09:15;6825;3;0,55;20,76;0,048;-138,595;0,71;20,65;0,136;46;37;0,804
05.11.2021;09:21;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,135;46;36;0,787
05.11.2021;09:27;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,133;45;35;0,777
05.11.2021;09:33;6825;3;0,55;20,76;0,049;-138,594;0,72;20,65;0,134;47;37;0,782
05.11.2021;09:39;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,134;45;36;0,787
05.11.2021;09:45;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,133;45;36;0,787
05.11.2021;09:51;6825;3;0,55;20,76;0,048;-138,594;0,7;20,66;0,128;43;33;0,772
05.11.2021;09:57;6825;3;0,55;20,76;0,048;-138,594;0,7;20,66;0,129;44;34;0,771
05.11.2021;10:03;6825;3;0,55;20,76;0,048;-138,594;0,7;20,65;0,13;46;35;0,76
05.11.2021;10:09;6825;3;0,55;20,76;0,047;-138,594;0,69;20,66;0,129;43;34;0,783
05.11.2021;10:15;6825;3;0,55;20,76;0,047;-138,594;0,7;20,66;0,124;42;32;0,766
05.11.2021;10:21;6825;3;0,55;20,76;0,047;-138,594;0,69;20,66;0,129;44;34;0,771
05.11.2021;10:27;6825;3;0,55;20,76;0,046;-138,594;0,69;20,66;0,128;43;34;0,783
05.11.2021;10:33;6825;3;0,55;20,76;0,046;-138,594;0,72;20,66;0,126;45;34;0,766
05.11.2021;10:39;6825;3;0,55;20,76;0,046;-138,594;0,7;20,66;0,125;43;33;0,766
05.11.2021;10:45;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,134;48;37;0,776
05.11.2021;10:51;6825;3;0,55;20,76;0,046;-138,594;0,69;20,65;0,134;47;37;0,776
05.11.2021;10:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,65;0,138;48;39;0,796
05.11.2021;11:03;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,14;49;39;0,806
05.11.2021;11:09;6825;3;0,55;20,76;0,046;-138,595;0,7;20,64;0,144;50;41;0,814
05.11.2021;11:15;6825;3;0,55;20,76;0,046;-138,595;0,7;20,64;0,146;51;42;0,829
05.11.2021;11:21;6825;3;0,55;20,76;0,046;-138,595;0,69;20,64;0,147;50;42;0,833
05.11.2021;11:27;6825;3;0,55;20,76;0,046;-138,594;0,7;20,64;0,146;50;42;0,834
05.11.2021;11:33;6825;3;0,55;20,76;0,046;-138,594;0,7;20,64;0,145;50;41;0,835
05.11.2021;11:39;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,145;49;41;0,841
05.11.2021;11:45;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,14;48;40;0,828
05.11.2021;11:51;6825;3;0,55;20,76;0,046;-138,595;0,69;20,65;0,135;45;37;0,814
05.11.2021;11:57;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,136;47;38;0,813
05.11.2021;12:03;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,137;47;38;0,819
05.11.2021;12:09;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,133;45;36;0,81
05.11.2021;12:15;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,132;46;37;0,798
05.11.2021;12:21;6825;3;0,55;20,76;0,045;-138,594;0,7;20,66;0,133;46;37;0,804
05.11.2021;12:27;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,133;45;36;0,81
05.11.2021;12:33;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,128;42;34;0,813
05.11.2021;12:39;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,128;43;35;0,8
05.11.2021;12:45;6825;3;0,55;20,76;0,046;-138,594;0,7;20,66;0,129;43;35;0,806
05.11.2021;12:51;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,133;45;36;0,81
05.11.2021;12:57;6825;3;0,55;20,76;0,046;-138,594;0,7;20,66;0,128;44;34;0,789
05.11.2021;13:03;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,128;44;35;0,794
05.11.2021;13:09;6825;3;0,55;20,76;0,046;-138,594;0,7;20,66;0,127;43;34;0,807
05.11.2021;13:15;6825;3;0,55;20,76;0,045;-138,595;0,69;20,66;0,129;43;34;0,794
05.11.2021;13:21;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,126;43;34;0,789
05.11.2021;13:27;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,127;43;34;0,783
05.11.2021;13:33;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,128;44;35;0,794
05.11.2021;13:39;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,129;43;35;0,806
05.11.2021;13:45;6825;3;0,55;20,76;0,045;-138,595;0,7;20,67;0,123;42;33;0,778
05.11.2021;13:51;6825;3;0,55;20,76;0,045;-138,595;0,71;20,66;0,129;45;36;0,794
05.11.2021;13:57;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,128;43;35;0,794
05.11.2021;14:03;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,129;45;35;0,788
05.11.2021;14:09;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,125;43;33;0,778
05.11.2021;14:15;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,125;43;33;0,772
05.11.2021;14:21;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,13;46;36;0,776
05.11.2021;14:27;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,131;46;36;0,782
05.11.2021;14:33;6825;3;0,55;20,76;0,045;-138,595;0,71;20,66;0,123;43;33;0,772
05.11.2021;14:39;6825;3;0,55;20,76;0,046;-138,595;0,69;20,66;0,124;42;32;0,76
05.11.2021;14:45;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,126;45;34;0,76
05.11.2021;14:51;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,123;42;32;0,76
05.11.2021;14:57;6825;3;0,55;20,76;0,046;-138,595;0,7;20,67;0,121;41;31;0,76
05.11.2021;15:03;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,124;44;33;0,76
05.11.2021;15:09;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,126;44;34;0,76
05.11.2021;15:15;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,124;43;33;0,766
05.11.2021;15:21;6825;3;0,55;20,76;0,045;-138,595;0,68;20,66;0,121;41;31;0,749
05.11.2021;15:27;6825;3;0,55;20,76;0,045;-138,595;0,69;20,66;0,125;43;33;0,76
05.11.2021;15:33;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,126;45;34;0,76
05.11.2021;15:39;6825;3;0,55;20,76;0,045;-138,595;0,71;20,66;0,122;43;32;0,754
05.11.2021;15:45;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,122;42;32;0,754
05.11.2021;15:51;6825;3;0,55;20,76;0,045;-138,595;0,7;20,67;0,12;42;31;0,743
05.11.2021;15:57;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,124;43;33;0,755
05.11.2021;16:03;6825;3;0,55;20,76;0,045;-138,595;0,69;20,67;0,119;40;31;0,76
05.11.2021;16:09;6825;3;0,55;20,76;0,045;-138,595;0,7;20,67;0,119;41;31;0,754
05.11.2021;16:15;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,122;42;32;0,754
05.11.2021;16:21;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,122;42;32;0,766
05.11.2021;16:27;6825;3;0,55;20,76;0,046;-138,595;0,7;20,67;0,12;41;31;0,766
05.11.2021;16:33;6825;3;0,55;20,76;0,045;-138,595;0,69;20,66;0,124;42;33;0,766
05.11.2021;16:39;6825;3;0,55;20,76;0,045;-138,595;0,7;20,66;0,127;44;34;0,777
05.11.2021;16:45;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,131;46;36;0,776
05.11.2021;16:51;6825;3;0,55;20,76;0,045;-138,595;0,69;20,66;0,128;44;34;0,771
05.11.2021;16:57;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,128;46;35;0,76
05.11.2021;17:03;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,133;47;37;0,781
05.11.2021;17:09;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,128;46;35;0,755
05.11.2021;17:15;6825;3;0,55;20,76;0,046;-138,595;0,7;20,66;0,127;46;34;0,739
05.11.2021;17:21;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,132;46;36;0,771
05.11.2021;17:27;6825;3;0,55;20,76;0,046;-138,595;0,7;20,65;0,138;50;39;0,775
05.11.2021;17:33;6825;3;0,55;20,76;0,047;-138,595;0,7;20,65;0,136;48;37;0,781
05.11.2021;17:39;6825;3;0,55;20,76;0,047;-138,595;0,7;20,64;0,141;49;39;0,8
05.11.2021;17:45;6825;3;0,55;20,76;0,047;-138,595;0,7;20,65;0,137;48;38;0,786
05.11.2021;17:51;6825;3;0,55;20,76;0,047;-138,595;0,69;20,65;0,135;46;36;0,792
05.11.2021;17:57;6825;3;0,55;20,76;0,047;-138,595;0,71;20,65;0,137;48;38;0,797
05.11.2021;18:03;6825;3;0,55;20,76;0,047;-138,595;0,69;20,65;0,139;47;38;0,818
05.11.2021;18:09;6825;3;0,55;20,76;0,047;-138,594;0,71;20,65;0,136;47;38;0,803
05.11.2021;18:15;6825;3;0,55;20,76;0,047;-138,595;0,7;20,66;0,131;43;35;0,824
05.11.2021;18:21;6825;3;0,55;20,76;0,047;-138,595;0,7;20,65;0,134;46;37;0,803
05.11.2021;18:27;6825;3;0,55;20,76;0,047;-138,594;0,7;20,65;0,141;47;39;0,828
05.11.2021;18:33;6825;3;0,55;20,76;0,047;-138,595;0,7;20,65;0,138;46;38;0,83
05.11.2021;18:39;6825;3;0,55;20,76;0,047;-138,595;0,7;20,65;0,139;47;39;0,829
05.11.2021;18:45;6825;3;0,55;20,76;0,047;-138,595;0,7;20,66;0,133;43;36;0,829
05.11.2021;18:51;6825;3;0,55;20,76;0,047;-138,595;0,71;20,66;0,133;43;36;0,847
05.11.2021;18:57;6825;3;0,55;20,76;0,047;-138,594;0,71;20,66;0,133;43;37;0,847
05.11.2021;19:03;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,141;46;39;0,84
05.11.2021;19:09;6825;3;0,55;20,76;0,047;-138,594;0,71;20,65;0,138;45;38;0,849
05.11.2021;19:15;6825;3;0,55;20,76;0,048;-138,595;0,7;20,65;0,145;48;41;0,842
05.11.2021;19:21;6825;3;0,55;20,76;0,048;-138,594;0,7;20,65;0,138;45;38;0,849
05.11.2021;19:27;6825;3;0,55;20,76;0,048;-138,595;0,71;20,66;0,135;43;37;0,846
05.11.2021;19:33;6825;3;0,55;20,76;0,049;-138,595;0,7;20,65;0,14;45;38;0,842
05.11.2021;19:39;6825;3;0,55;20,76;0,049;-138,595;0,7;20,65;0,14;46;38;0,836
05.11.2021;19:45;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,145;47;40;0,866
05.11.2021;19:51;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,147;48;41;0,864
05.11.2021;19:57;6825;3;0,55;20,76;0,049;-138,594;0,71;20,64;0,15;50;43;0,86
05.11.2021;20:03;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,142;46;39;0,852
05.11.2021;20:09;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,145;48;40;0,843
05.11.2021;20:15;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,143;47;40;0,839
05.11.2021;20:21;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,143;46;39;0,846
05.11.2021;20:27;6825;3;0,55;20,76;0,049;-138,594;0,69;20,65;0,146;47;40;0,843
05.11.2021;20:33;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,141;46;38;0,836
05.11.2021;20:39;6825;3;0,55;20,76;0,05;-138,594;0,7;20,66;0,136;44;36;0,828
05.11.2021;20:45;6825;3;0,55;20,76;0,05;-138,594;0,71;20,66;0,135;44;36;0,829
05.11.2021;20:51;6825;3;0,55;20,76;0,05;-138,594;0,71;20,65;0,138;45;37;0,833
05.11.2021;20:57;6825;3;0,55;20,76;0,05;-138,594;0,71;20,65;0,138;45;37;0,833
05.11.2021;21:03;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,138;44;37;0,833
05.11.2021;21:09;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,14;45;38;0,831
05.11.2021;21:15;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,139;45;38;0,837
05.11.2021;21:21;6825;3;0,55;20,76;0,049;-138,594;0,7;20,65;0,14;45;38;0,849
05.11.2021;21:27;6825;3;0,55;20,76;0,05;-138,594;0,7;20,66;0,136;44;36;0,822
05.11.2021;21:33;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,138;44;37;0,833
05.11.2021;21:39;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,14;45;38;0,843
05.11.2021;21:45;6825;3;0,55;20,76;0,05;-138,594;0,7;20,65;0,142;46;38;0,836
05.11.2021;21:51;6825;3;0,55;20,76;0,051;-138,594;0,71;20,65;0,14;46;38;0,832
05.11.2021;21:57;6825;3;0,55;20,76;0,051;-138,594;0,7;20,65;0,137;44;36;0,828
05.11.2021;22:03;6825;3;0,55;20,75;0,051;-138,594;0,7;20,66;0,135;42;35;0,836
05.11.2021;22:09;6825;3;0,55;20,76;0,051;-138,594;0,7;20,65;0,139;44;37;0,833
05.11.2021;22:15;6825;3;0,55;20,75;0,051;-138,594;0,71;20,65;0,142;46;39;0,837
05.11.2021;22:21;6825;3;0,55;20,75;0,051;-138,594;0,71;20,65;0,139;45;38;0,833
05.11.2021;22:27;6825;3;0,55;20,75;0,052;-138,594;0,7;20,65;0,137;44;36;0,816
05.11.2021;22:33;6825;3;0,55;20,75;0,052;-138,594;0,69;20,66;0,134;43;34;0,806
05.11.2021;22:39;6825;3;0,55;20,75;0,052;-138,594;0,7;20,66;0,134;42;35;0,819
05.11.2021;22:45;6825;3;0,55;20,75;0,052;-138,594;0,71;20,66;0,13;42;34;0,796
05.11.2021;22:51;6825;3;0,55;20,75;0,052;-138,594;0,7;20,66;0,127;39;32;0,811
05.11.2021;22:57;6825;3;0,55;20,75;0,052;-138,594;0,71;20,66;0,127;40;32;0,797
05.11.2021;23:03;6825;3;0,55;20,75;0,051;-138,594;0,7;20,66;0,129;40;33;0,816
05.11.2021;23:09;6825;3;0,55;20,75;0,051;-138,594;0,7;20,66;0,134;43;35;0,806
05.11.2021;23:15;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,136;43;36;0,823
05.11.2021;23:21;6825;3;0,55;20,75;0,051;-138,594;0,7;20,66;0,135;43;35;0,824
05.11.2021;23:27;6825;3;0,55;20,76;0,051;-138,594;0,7;20,65;0,141;47;38;0,808
05.11.2021;23:33;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,143;46;39;0,847
05.11.2021;23:39;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,143;46;39;0,847
05.11.2021;23:45;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,143;45;39;0,847
05.11.2021;23:51;6825;3;0,55;20,76;0,051;-138,594;0,7;20,65;0,144;47;39;0,829
05.11.2021;23:57;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,144;47;39;0,84
06.11.2021;00:03;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,144;47;39;0,84
06.11.2021;00:09;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,138;44;36;0,828
06.11.2021;00:15;6825;3;0,55;20,76;0,051;-138,595;0,7;20,66;0,136;43;35;0,817
06.11.2021;00:21;6825;3;0,55;20,75;0,051;-138,595;0,71;20,66;0,135;43;36;0,83
06.11.2021;00:27;6825;3;0,55;20,75;0,051;-138,594;0,7;20,65;0,137;43;36;0,829
06.11.2021;00:33;6825;3;0,55;20,75;0,052;-138,594;0,7;20,66;0,134;42;35;0,819
06.11.2021;00:39;6825;3;0,55;20,76;0,052;-138,594;0,71;20,66;0,131;42;34;0,802
06.11.2021;00:45;6825;3;0,55;20,75;0,052;-138,594;0,7;20,66;0,132;41;34;0,82
06.11.2021;00:51;6825;3;0,55;20,75;0,052;-138,594;0,7;20,66;0,13;40;33;0,816
06.11.2021;00:57;6825;3;0,55;20,75;0,052;-138,594;0,71;20,66;0,13;41;33;0,803
06.11.2021;01:03;6825;3;0,55;20,75;0,052;-138,595;0,7;20,66;0,133;42;34;0,819
06.11.2021;01:09;6825;3;0,55;20,76;0,052;-138,595;0,7;20,66;0,136;43;35;0,811
06.11.2021;01:15;6825;3;0,55;20,75;0,051;-138,595;0,7;20,65;0,138;43;36;0,84
06.11.2021;01:21;6825;3;0,55;20,76;0,051;-138,595;0,71;20,66;0,134;43;35;0,819
06.11.2021;01:27;6825;3;0,55;20,76;0,052;-138,595;0,71;20,66;0,134;42;35;0,825
06.11.2021;01:33;6825;3;0,55;20,76;0,051;-138,595;0,69;20,66;0,137;43;36;0,835
06.11.2021;01:39;6825;3;0,55;20,75;0,051;-138,595;0,7;20,66;0,13;40;33;0,835
06.11.2021;01:45;6825;3;0,55;20,75;0,051;-138,595;0,7;20,66;0,133;40;34;0,846
06.11.2021;01:51;6825;3;0,55;20,76;0,051;-138,595;0,7;20,66;0,135;43;35;0,824
