timestep	day	time	daytime	5073	5074	5057	7553	5054	7554
213	day_3	14:52	day	0.2986139788633732	0.35054902951895506	0.49044042495394563	0.3109449715372067	0.6186049476069991	0.38047439612531675
214	day_3	15:07	day	0.47112872083575186	0.34860541662492034	0.4877905985517911	0.29235758686245406	0.547514193638416	0.3635583252267526
215	day_3	15:22	day	0.41267426290138104	0.3486237790007765	0.5284728164446545	0.34723516325459436	0.5241107530382845	0.40269417065130914
216	day_3	15:37	day	0.380528485880179	0.25378564591500063	0.4875125470072184	0.33885511134378477	0.5650991421757138	0.410249661583045
217	day_3	15:52	day	0.3137836486812684	0.4355822334355088	0.5499422025279829	0.3246960020940628	0.5817896781996053	0.40409887262996214
218	day_3	16:07	day	0.4087927641629257	0.3836789924950222	0.5647904945628339	0.4360636873225992	0.573	0.4519146537510558
219	day_3	16:22	day	0.46494420301750633	0.4076740453147897	0.5690649701615406	0.3168683068359721	0.5306221506076569	0.3866778099752745
220	day_3	16:37	day	0.42743622697105627	0.40725367879350505	0.5369241772141127	0.3708637702035906	0.5293266669767662	0.405
221	day_3	16:52	day	0.3637187362171175	0.36185297462647337	0.49562452440980354	0.334885820846989	0.521940002790896	0.4067795169002534
222	day_3	17:07	day	0.4630706449828439	0.3625759862768796	0.486711116628872	0.37129616785604563	0.616814416234601	0.3977261834296243
223	day_3	17:22	day	0.5035956772147442	0.272933971266924	0.5694836482712099	0.3367188815473754	0.6366333348838311	0.41552489530092906
224	day_3	17:37	day	0.3862961824685472	0.4937133700232954	0.5259349258495022	0.3583204868156347	0.6485793563992107	0.3934573268755279
225	day_3	17:52	day	0.5046833783830383	0.3259389184471564	0.5148158173529764	0.32452267225083403	0.6024886024306275	0.4047624476504645
226	day_3	18:07	day	0.4389203102208132	0.4060381510967862	0.5732996112087262	0.34876978778274437	0.5499460215153796	0.4999800964551944
227	day_3	18:22	day	0.4682575830421326	0.4950588606960815	0.5158988752217617	0.33490643198411085	0.5401871000752534	0.476711239901098
228	day_3	18:37	day	0.4959203809061276	0.4171458517618071	0.4557650885815258	0.40968075639923673	0.5904281786351272	0.3936522378404354
229	day_3	18:52	day	0.5098372374786622	0.3734854743759953	0.5265521527830337	0.4018683068359722	0.629968390067728	0.5268876644687083
230	day_3	19:07	day	0.5337404915140251	0.4086619300975627	0.5398085406744957	0.39332873127048346	0.642113549107328	0.4761636067603466
231	day_3	19:22	day	0.600011465037386	0.38874892116328824	0.49954861843275045	0.4182351632545943	0.6541810813507699	0.42370982275358965
232	day_3	19:37	day	0.4303817461370558	0.445197418054217	0.5216786419469974	0.3984190058688625	0.6352406519734775	0.4737525276179059
233	day_3	19:52	day	0.5946025845113017	0.38316564048273705	0.5574583670766503	0.3357230037747998	0.6746208708484676	0.4552681479803422
234	day_3	20:07	day	0.6070901214093373	0.42503203030483416	0.5401117902224624	0.35969497699274344	0.6711043077274045	0.41219136809613655
235	day_3	20:22	day	0.6146799954200741	0.6033935361300372	0.5804655605639653	0.41977391001016867	0.6379251692728855	0.45656334872272014
236	day_3	20:37	day	0.5557984259963042	0.4973150130797029	0.5312670949312688	0.39232873127048346	0.6528460261668729	0.4997788083264992
237	day_3	20:52	day	0.4395570071030152	0.47513113658778666	0.49119120975200714	0.3183351218140986	0.6253881804957245	0.38417925886262705
238	day_3	21:07	day	0.37372909716195357	0.5016030694014811	0.5122743508119582	0.39865004689603245	0.6490931234512303	0.45068495919250473
239	day_3	21:22	day	0.5217472574399538	0.3992232012004219	0.49586263741389813	0.45660697071055517	0.649163878350112	0.4503897584501267
240	day_3	21:37	day	0.5300309414638793	0.5108137762846447	0.5189926817259364	0.46179410674233345	0.6572694658367059	0.42462589365215375
241	day_3	21:52	day	0.6460696822609228	0.49778447230328104	0.5199709764772429	0.39982667015677126	0.6757552721982898	0.42758608656254254
242	day_3	22:07	day	0.44038865343361316	0.4313702265739485	0.5081407513518451	0.37700824445484876	0.6572010804204712	0.4121408689205242
243	day_3	22:22	day	0.535507013324529	0.4528028346791373	0.444729079549368	0.31197650985032516	0.6776840907130115	0.48249507172356476
244	day_3	22:37	day	0.7744192414709204	0.47040200414542843	0.4907219484554273	0.3970888350921026	0.6892210794901724	0.549911819456039
245	day_3	22:52	day	0.6616402212157951	0.37482249703339016	0.49298178750600685	0.40529472834976915	0.6963350551838968	0.44788122382523227
246	day_3	23:07	day	0.4476027258819305	0.5010345038949504	0.5120143245812556	0.48248454710269534	0.651	0.4535220610059123
247	day_3	23:22	day	0.3971882542077818	0.4062281483806544	0.5169602694374362	0.34606863835993784	0.5538492488223129	0.44603491055302014
248	day_3	23:37	day	0.6666652887903527	0.5272291956256969	0.3585413001586869	0.4565010360123928	0.6074281786351272	0.46000502349596767
249	day_3	23:52	day	0.557640221215795	0.3472390899861618	0.5129637205965537	0.40331492508193384	0.6179855930683857	0.48292109439453174
250	day_3	00:07	day	0.6759066369983272	0.5089498600526638	0.521238133801886	0.40211232524177737	0.6527384957840284	0.3451672131088058
251	day_3	00:22	day	0.3966026551966161	0.5011127742119306	0.5324077838897396	0.3533429518639902	0.575454196429312	0.32056837221868784
252	day_3	00:37	day	0.43696830787014274	0.4214534440711612	0.49449086255631625	0.2871760125643766	0.6226417230909618	0.48606048268785934
253	day_3	00:52	day	0.5328440740899051	0.34694009205887605	0.5074005904024246	0.3236949769927434	0.655542580915248	0.43393030585333625
254	day_3	01:07	day	0.5741071069094731	0.4000246095344853	0.4980540135482367	0.4005628694237584	0.580312260045152	0.3899317230008446
255	day_3	01:22	day	0.5488496652379693	0.42212996297606714	0.556545021689093	0.35424196820316656	0.6605905406753849	0.4014231883759502
256	day_3	01:37	day	0.3527165987173321	0.3977734043310965	0.5283573254895776	0.3745560644751862	0.6428380645461387	0.40274325267941313
257	day_3	01:52	day	0.47086458392363395	0.4149768168105884	0.5286714484596824	0.35514798578232026	0.5882982796999342	0.4643933647985859
258	day_3	02:07	day	0.7729225890912276	0.6397095964547825	0.514277968353407	0.35296558267432854	0.6221331215906329	0.4247873746912378
259	day_3	02:22	day	0.5109920592962072	0.471247558001553	0.507137175405979	0.3404694976992743	0.6497496800602027	0.48946518466651223
260	day_3	02:37	day	0.44578144049616847	0.401892172968302	0.439656895102721	0.3305492595266139	0.6355681721230364	0.5006045729598398
261	day_3	02:52	day	0.5377894518852758	0.3601274893859509	0.5400900849737689	0.333702807042635	0.604656130022576	0.4446941706513092
262	day_3	03:07	day	0.5920239634820076	0.3886348469729611	0.5412562007113392	0.3422980217672792	0.6003434433910275	0.3907453784006757
263	day_3	03:22	day	0.5518587807196265	0.3749191297262265	0.5944186573118779	0.31610222687569506	0.6462754845611893	0.38175890478169355
264	day_3	03:37	day	0.4675933983443299	0.34187381059244576	0.5468699556879617	0.2944433248284516	0.6072470972843573	0.37527671434508075
265	day_3	03:52	day	0.3966253025301304	0.372311365877867	0.4810792739450048	0.2951314968726228	0.6381419363841601	0.432
266	day_3	04:07	day	0.411789310514647	0.369127615752628	0.5121551591242665	0.3703617090898784	0.5569516136534667	0.4151863446001689
267	day_3	04:22	day	0.33063676756751637	0.42476246272558904	0.5272887585843795	0.3482429933044859	0.5895565612604657	0.35938975845012666
268	day_3	04:37	day	0.3955901567519944	0.4347219644053638	0.4826966880586592	0.2751255207339648	0.6179004312378897	0.3678051525147808
269	day_3	04:52	day	0.42731565889504053	0.4746311997711253	0.5229240108317812	0.40325804270790694	0.6042215060765689	0.5068577774116556
270	day_3	05:07	day	0.5089317752581992	0.3271461044951613	0.5156352522474017	0.3601209841015833	0.5257184967143271	0.42904979060185816
271	day_3	05:22	day	0.48431448411717615	0.4608787577726783	0.5347940913064915	0.3343204868156347	0.5963514050117619	0.40898293075021114
272	day_3	05:37	day	0.5855000353426572	0.34898306396921763	0.5781731220447626	0.3655537961589954	0.6149544097225103	0.45283645671934175
273	day_3	05:52	day	0.5139487607583351	0.43504909270229364	0.47350524953094625	0.3293501712175196	0.5876501112980924	0.4150349105530202
274	day_3	06:07	day	0.3004830498425214	0.45898775841609585	0.4625666021510379	0.2727522737717275	0.5647804368196818	0.4210562312453342
275	day_3	06:22	day	0.45684752773818377	0.39317280851973163	0.5093102974507416	0.3282172348386203	0.6575905406753849	0.44877455688397405
276	day_3	06:37	day	0.467813344681969	0.35503685111838945	0.5284981184370056	0.33620672206758084	0.6949516136534666	0.4889800964551944
277	day_3	06:52	day	0.5745695762329512	0.37778187234648775	0.5245703028836526	0.349261336125417	0.6243578503226418	0.4479139451773016
278	day_3	07:07	day	0.5551811348552812	0.3864975895932223	0.5648302459231892	0.32691838426142683	0.525	0.397
279	day_3	07:22	day	0.5015011394352071	0.37407110227998563	0.5370360714255321	0.31896743658556215	0.5733918297375609	0.34879587757628805
280	day_3	07:37	day	0.43251025491686446	0.3530257831462049	0.5358664213376785	0.42882296233430406	0.6553946258066045	0.4276728499589951
281	day_3	07:52	day	0.4072858922090255	0.34729912429396287	0.5087725524401293	0.33744703265091885	0.6479004312378898	0.42846801896152903
282	day_3	08:07	day	0.3964863621201713	0.4037120700448988	0.5368699556879617	0.349822962334304	0.5956445191600054	0.46730370362742824
283	day_3	08:22	day	0.4310616001865011	0.40507722307193766	0.5267039439393484	0.3149041636679201	0.5848804321681884	0.403270982275359
284	day_3	08:37	day	0.4887642429400895	0.3647549155885632	0.5157400569604633	0.3081714759319951	0.528	0.3827624476504645
285	day_3	08:52	day	0.4315125337872788	0.3450833438638897	0.5239963824585511	0.3185286483894921	0.5762215060765689	0.4152688565540964
286	day_3	09:07	day	0.4086833783830383	0.3175453823171192	0.4646821970950721	0.30877761783263596	0.5149116155140641	0.3832027052762036
287	day_3	09:22	day	0.4114407847118849	0.3159462128508281	0.5280252188011852	0.2915492595266139	0.5898180654764373	0.3962368437757813
288	day_3	09:37	day	0.34884856114541934	0.4027426740046591	0.5229133453875573	0.3850315383131185	0.5634913984996711	0.3749808050289486
